Region,Reef,Plot,TagID,Q,L,W,H,% Live,Colony Type,Isolates,RM Rank,RM1,RM2,RM3,Bleach Rank,R Present,W Present,Dmsl Rank,Snail Count,TS df,TS df juv,YT df,YT df juv
Florida Keys,Grecian Rocks,GR2,GR2-t850,43,118,72,75,1%,RC,2,0,none,none,none,0,N,N,0,0,0,0,0,0
Florida Keys,Grecian Rocks,GR2,GR2-t885,43,140,85,55,1%,RC,3,0,none,none,none,0,N,N,0,0,0,0,0,0
Florida Keys,Grecian Rocks,GR2,GR2-t886,43,18,10,6,20%,EC,2,0,none,none,none,0,N,N,0,0,0,0,0,0
Florida Keys,Grecian Rocks,GR3,GR3-t397,43,50,43,35,2%,RC,2,0,none,none,none,0,N,N,0,0,0,0,0,0
Florida Keys,Grecian Rocks,GR3,GR3-t398,43,55,40,48,45%,BC,4,0,none,none,none,0,N,N,0,0,0,0,1,0
Florida Keys,Grecian Rocks,GR3,GR3-t412,43,20,16,10,100%,JC,1,0,none,none,none,0,N,N,0,0,0,0,0,0
Florida Keys,Grecian Rocks,GR3,GR3-t870,43,41,16,30,20%,RC,6,0,none,none,none,0,N,N,0,0,0,0,0,0
Florida Keys,Grecian Rocks,GR3,GR3-t871,43,28,19,20,90%,JC,1,0,none,none,none,0,N,N,0,0,0,0,0,0
Florida Keys,Grecian Rocks,GR3,GR3-t872,43,20,13,12,99%,JC,1,0,none,none,none,0,N,N,0,0,0,0,0,0
Florida Keys,Grecian Rocks,GR3,GR3-t873,43,51,32,30,5%,RC,3,2,FS,none,none,0,N,N,0,2,0,0,0,0
Florida Keys,Grecian Rocks,GR3,GR3-t874,43,10,8,3,100%,EC,1,0,none,none,none,0,N,N,0,0,0,0,0,0
Florida Keys,Grecian Rocks,GR3,GR3-t875,43,,,,0%,D,,,,,,,N,N,,,,,,
Florida Keys,Grecian Rocks,GR3,GR3-t876,43,110,45,40,1%,RC,2,0,none,none,none,0,N,N,0,0,0,0,0,0
Florida Keys,Grecian Rocks,GR3,GR3-t877,43,90,57,45,10%,RC,8,1,FS,none,none,0,N,N,0,4,0,0,0,0
Florida Keys,Grecian Rocks,GR3,GR3-t881,43,37,19,17,20%,RC,2,0,none,none,none,0,N,N,0,0,0,0,0,0
Florida Keys,Key Largo Dry Rocks,KL1,KL1-t104,43,,,,0%,D,,,,,,,N,N,,,,,,
Florida Keys,Key Largo Dry Rocks,KL1,KL1-t105,43,55,51,40,45%,RC,5,1,FS,none,none,0,N,N,0,1,0,0,0,0
Florida Keys,Key Largo Dry Rocks,KL1,KL1-t106,43,9,6,3,95%,JC,1,0,none,none,none,0,N,N,0,0,0,0,0,0
Florida Keys,Key Largo Dry Rocks,KL1,KL1-t107,43,5,4,1,80%,EC,1,0,none,none,none,0,N,N,0,0,0,0,0,0
Florida Keys,Key Largo Dry Rocks,KL1,KL1-t108,43,4,3,2,100%,EC,1,0,none,none,none,0,N,N,0,0,0,0,0,0
Florida Keys,Key Largo Dry Rocks,KL1,KL1-t110,43,170,90,70,1%,RC,4,0,none,none,none,0,N,N,0,0,0,0,0,0
Florida Keys,Key Largo Dry Rocks,KL1,KL1-t374,43,8,5,5,100%,JC,1,0,none,none,none,0,N,N,0,0,0,0,0,0
Florida Keys,Key Largo Dry Rocks,KL1,KL1-t388,43,9,8,4,100%,JC,1,0,none,none,none,0,N,N,0,0,0,0,0,0
Florida Keys,Key Largo Dry Rocks,KL1,KL1-t449,43,,,,0%,D,,,,,,,N,N,,,,,,
Florida Keys,Key Largo Dry Rocks,KL3,KL3-t215,43,10,7,8,100%,JC,1,0,none,none,none,0,N,N,0,0,0,0,0,0
Florida Keys,Key Largo Dry Rocks,KL3,KL3-t217,43,19,9,8,100%,JC,1,0,none,none,none,0,N,N,0,0,0,0,0,0
Florida Keys,Key Largo Dry Rocks,KL3,KL3-t220,43,25,17,15,90%,JC,1,4,FS,none,none,0,N,N,0,2,0,0,0,0
Florida Keys,Key Largo Dry Rocks,KL3,KL3-t372,43,8,6,6,100%,JC,1,0,none,none,none,0,N,N,0,0,0,0,0,0
Florida Keys,Key Largo Dry Rocks,KL3,KL3-t401,43,8,8,11,100%,JC,1,0,none,none,none,0,N,N,0,0,0,0,0,0
Florida Keys,Key Largo Dry Rocks,KL3,KL3-t402,43,5,4,2,80%,EC,1,0,none,none,none,0,N,N,0,0,1,0,0,0
Florida Keys,Key Largo Dry Rocks,KL3,KL3-t897,43,14,12,20,100%,JC,1,0,none,none,none,0,N,N,0,0,0,0,0,0
Florida Keys,Key Largo Dry Rocks,KL3,KL3-t898,43,17,12,8,80%,JC,1,5,FS,none,none,0,N,N,0,2,0,0,0,0
Florida Keys,Key Largo Dry Rocks,KL3,KL3-t899,43,29,22,28,100%,JC,1,0,none,none,none,0,N,N,0,0,0,0,0,0
Florida Keys,Key Largo Dry Rocks,KL3,KL3-t966,43,30,21,24,85%,JC,1,0,none,none,none,0,N,N,0,0,0,0,0,0
Florida Keys,Key Largo Dry Rocks,KL3,KL3-t968,43,30,26,28,80%,JC,1,5,FS,none,none,1,N,N,0,3,0,0,0,0
Florida Keys,Key Largo Dry Rocks,KL3,KL3-t969,43,38,36,34,99%,JC,1,0,none,none,none,0,N,N,0,0,0,0,0,0
Florida Keys,Key Largo Dry Rocks,KL4,KL4-t851,43,,,,0%,D,,,,,,,N,N,,,,,,
Florida Keys,Key Largo Dry Rocks,KL4,KL4-t852,43,,,,0%,D,,,,,,,N,N,,,,,,
Florida Keys,Key Largo Dry Rocks,KL4,KL4-t853,43,205,120,82,70%,BC,4,1,FS,none,none,0,N,N,0,14,0,0,1,0
Florida Keys,Key Largo Dry Rocks,KL4,KL4-t856,43,,,,0%,D,,,,,,,N,N,,,,,,
Florida Keys,Key Largo Dry Rocks,KL4,KL4-t858,43,18,10,10,0%,D,,3,FS,none,none,,N,N,,3,,,,
Florida Keys,Key Largo Dry Rocks,KL4,KL4-t893,43,86,65,30,40%,BC,16,1,FS,none,none,0,N,N,0,5,0,0,1,0
Florida Keys,Molasses Reef,ML1,ML1-t013,43,187,130,85,70%,BC,18,0,none,none,none,0,N,N,0,0,1,0,1,3
Florida Keys,Molasses Reef,ML1,ML1-t015,43,42,41,35,20%,RC,9,0,none,none,none,0,N,N,0,0,0,0,0,1
Florida Keys,Molasses Reef,ML1,ML1-t016,43,142,111,73,75%,BC,5,1,FS,FP,Unk,1,N,N,1,5,1,1,2,2
Florida Keys,Molasses Reef,ML1,ML1-t017,43,37,28,31,80%,JC,2,1,FP,none,none,0,N,N,0,0,0,0,0,0
Florida Keys,Molasses Reef,ML1,ML1-t018,43,111,71,44,90%,BC,1,1,WPx,none,none,0,N,N,1,0,1,0,0,0
Florida Keys,Molasses Reef,ML1,ML1-t020,43,180,160,100,2%,RC,9,1,Unk,none,none,0,N,N,0,0,0,0,0,0
Florida Keys,Molasses Reef,ML1,ML1-t404,43,6,4,2,100%,EC,1,0,none,none,none,0,N,N,0,0,0,0,0,0
Florida Keys,Molasses Reef,ML1,ML1-t882,43,40,23,22,5%,RC,1,0,none,none,none,0,N,N,0,0,0,0,0,0
Florida Keys,Molasses Reef,ML2,ML2-t126,43,182,100,97,45%,BC,16,1,FS,none,none,0,N,N,3,3,4,0,2,0
Florida Keys,Molasses Reef,ML2,ML2-t129,43,59,55,34,15%,RC,8,0,FS,none,none,0,Y,N,0,1,2,0,0,0
Florida Keys,Molasses Reef,ML2,ML2-t131,43,176,138,82,75%,BC,14,1,FP,none,none,0,N,N,2,2,2,0,1,0
Florida Keys,Molasses Reef,ML2,ML2-t132,43,195,142,85,20%,BC,17,1,CB,none,none,0,Y,N,1,0,1,0,1,0
Florida Keys,Molasses Reef,ML2,ML2-t137,43,,,,0%,D,,,,,,,N,N,,,,,,
Florida Keys,Molasses Reef,ML2,ML2-t249,43,10,9,6,95%,EC,1,0,none,none,none,0,N,N,0,0,0,0,0,0
Florida Keys,Molasses Reef,ML2,ML2-t442,43,3,2,2,100%,EC,1,0,none,none,none,0,N,N,0,0,0,0,0,0
Florida Keys,Molasses Reef,ML2,ML2-t443,43,19,13,10,80%,JC,1,0,none,none,none,0,Y,N,0,0,0,0,0,0
Florida Keys,Molasses Reef,ML2,ML2-t868,43,47,28,25,25%,RC,2,0,none,none,none,1,N,N,3,0,1,0,0,0
Florida Keys,Molasses Reef,ML2,ML2-t869,43,29,18,16,20%,RC,3,0,none,none,none,2,N,N,0,0,0,0,0,0
Florida Keys,Molasses Reef,ML2,ML2-t952,43,44,33,22,85%,BC,1,1,FS,none,none,0,N,N,0,0,1,0,0,0
Florida Keys,Molasses Reef,ML2,ML2-t954,43,8,6,5,90%,EC,1,0,none,none,none,0,N,N,0,0,0,0,0,0
Florida Keys,Molasses Reef,ML3,ML3-t144,43,158,115,77,70%,BC,5,2,FS,FP,none,0,N,N,1,15,1,0,1,0
Florida Keys,Molasses Reef,ML3,ML3-t145,43,214,115,63,25%,BC,16,1,CL,none,none,0,N,N,2,0,3,0,2,0
Florida Keys,Molasses Reef,ML3,ML3-t146,43,240,185,68,35%,BC,21,1,FS,CL,none,0,N,N,2,5,2,0,1,0
Florida Keys,Molasses Reef,ML3,ML3-t147,43,208,118,80,20%,BC,13,1,FS,CL,none,0,N,N,1,7,3,0,1,0
Florida Keys,Molasses Reef,ML3,ML3-t148,43,143,110,84,25%,BC,18,1,FS,Unk,none,0,N,N,3,2,1,0,0,0
Florida Keys,Molasses Reef,ML3,ML3-t150,43,87,75,45,15%,RC,3,1,Unk,none,none,0,N,N,0,0,0,1,0,0
Florida Keys,Molasses Reef,ML3,ML3-t184,43,236,207,85,50%,BC,4,1,FS,FP,Unk,0,N,N,2,5,1,0,1,0
Florida Keys,Molasses Reef,ML3,ML3-t185,43,,,,0%,D,,,,,,,N,N,,,,,,
Florida Keys,Molasses Reef,ML3,ML3-t186,43,74,56,30,5%,RC,1,2,RTL,CB,none,0,N,N,0,0,1,0,0,0
Florida Keys,Molasses Reef,ML3,ML3-t915,43,68,58,47,35%,BC,2,0,none,none,none,0,N,N,0,0,1,0,0,0
Florida Keys,Molasses Reef,ML3,ML3-t955,43,132,82,58,20%,BC,16,0,none,none,none,0,N,N,3,0,1,0,0,0
Florida Keys,Molasses Reef,ML3,ML3-t956,43,21,15,10,99%,JC,1,0,none,none,none,0,N,N,0,0,0,0,0,0
Florida Keys,Sand Island,SI1,SI1-t302,43,157,127,78,80%,BC,3,1,PFB,none,none,0,N,N,0,1,0,0,0,0
Florida Keys,Sand Island,SI1,SI1-t303,43,11,9,7,95%,EC,1,0,none,none,none,0,N,N,0,0,0,0,0,0
Florida Keys,Sand Island,SI1,SI1-t305,43,14,12,18,30%,RC,1,0,none,none,none,0,N,N,0,0,0,0,0,0
Florida Keys,Sand Island,SI1,SI1-t307,43,98,71,78,35%,BC,12,0,none,none,none,0,N,N,0,0,0,0,1,0
Florida Keys,Sand Island,SI1,SI1-t308,43,76,55,68,35%,RC,3,0,none,none,none,0,N,N,0,0,0,0,1,0
Florida Keys,Sand Island,SI1,SI1-t312,43,55,40,30,99%,BC,1,5,PFB,none,none,0,N,N,0,0,0,0,1,0
Florida Keys,Sand Island,SI1,SI1-t319,43,1,1,1,100%,EC,1,0,none,none,none,0,N,N,0,0,0,0,0,0
Florida Keys,Sand Island,SI1,SI1-t332,43,168,148,85,70%,BC,11,2,WBD,none,none,0,N,N,0,0,0,0,0,0
Florida Keys,Sand Island,SI1,SI1-t403,43,82,48,43,95%,BC,1,1,pfb,FS,none,0,N,N,0,1,0,0,0,0
Florida Keys,Sand Island,SI1,SI1-t436,43,12,11,6,100%,EC,1,0,none,none,none,0,N,N,0,0,0,0,0,0
Florida Keys,Sand Island,SI1,SI1-t958,43,24,18,14,95%,JC,1,3,PFB,FS,none,0,N,N,0,1,0,0,1,0
Florida Keys,Sand Island,SI1,SI1-t959,43,46,35,31,100%,BC,1,0,none,none,none,0,N,N,0,0,0,0,0,0
Florida Keys,Sand Island,SI2,SI2-t313,43,165,100,131,75%,BC,7,1,Oth,none,none,0,N,N,0,0,0,0,1,0
Florida Keys,Sand Island,SI2,SI2-t323,43,100,95,65,30%,BC,8,2,FS,RTL,none,0,N,Y,1,3,1,0,1,0
Florida Keys,Sand Island,SI2,SI2-t324,43,160,103,97,80%,BC,1,1,Unk,none,none,0,N,N,0,0,1,0,0,0
Florida Keys,Sand Island,SI2,SI2-t326,43,222,98,95,70%,BC,5,1,FS,none,none,1,N,Y,2,0,2,0,1,0
Florida Keys,Sand Island,SI2,SI2-t330,43,35,32,28,20%,RC,1,0,none,none,none,0,N,N,0,0,0,0,1,0
Florida Keys,Sand Island,SI2,SI2-t331,43,27,20,24,85%,JC,1,0,none,none,none,0,N,N,2,0,1,0,0,0
Florida Keys,Sand Island,SI2,SI2-t334,43,232,202,155,55%,BC,24,2,WBD,CB,none,0,N,Y,2,0,3,0,1,2
Florida Keys,Sand Island,SI2,SI2-t399,43,80,60,65,85%,BC,1,0,none,none,none,0,N,N,0,0,1,0,1,0
Florida Keys,Sand Island,SI2,SI2-t435,43,78,70,35,100%,BC,1,0,none,none,none,0,N,N,0,0,0,0,0,0
Florida Keys,Sand Island,SI2,SI2-t960,43,109,80,70,90%,BC,1,0,none,none,none,0,N,Y,0,0,1,0,1,0
Florida Keys,Sand Island,SI2,SI2-t961,43,62,46,47,100%,BC,1,0,none,none,none,0,N,N,1,0,1,0,0,0
Florida Keys,Sand Island,SI2,SI2-t962,43,225,104,72,80%,BC,5,1,Oth,none,none,0,N,Y,1,0,1,0,1,0
Florida Keys,Sand Island,SI3,SI3-t315,43,5,3,3,95%,EC,1,0,none,none,none,0,N,N,0,0,0,0,0,0
Florida Keys,Sand Island,SI3,SI3-t316,43,20,14,15,30%,RC,3,0,none,none,none,0,N,N,0,0,0,0,0,0
Florida Keys,Sand Island,SI3,SI3-t317,43,29,17,12,100%,JC,1,0,none,none,none,0,N,N,0,1,0,0,0,0
Florida Keys,Sand Island,SI3,SI3-t338,43,60,41,35,80%,BC,1,0,none,none,none,0,N,N,0,0,1,0,0,0
Florida Keys,Sand Island,SI3,SI3-t340,43,2,1,1,95%,EC,1,0,none,none,none,0,N,N,0,0,0,0,0,0
Florida Keys,Sand Island,SI3,SI3-t341,43,126,102,83,60%,BC,8,2,RTL,FS,none,0,N,N,0,6,0,0,0,0
Florida Keys,Sand Island,SI3,SI3-t345,43,9,6,6,100%,EC,1,0,none,none,none,0,N,N,0,0,0,0,0,0
Florida Keys,Sand Island,SI3,SI3-t346,43,36,24,25,50%,RC,5,4,RTL,CB,none,0,N,N,0,0,0,0,0,0
Florida Keys,Sand Island,SI3,SI3-t964,43,75,25,40,5%,RC,3,0,none,none,none,0,N,N,0,0,0,0,0,0
Florida Keys,Carysfort Reef,CF1,CF1-t024,44,6,4,1,90%,EC,1,0,none,none,none,0,N,N,0,0,0,0,0,0
Florida Keys,Carysfort Reef,CF1,CF1-t428,44,,,,0%,D,,,,,,,N,N,,,,,,
Florida Keys,Carysfort Reef,CF2,CF2-t042,44,183,118,65,10%,RC,17,1,FS,none,none,0,N,N,0,7,0,0,1,0
Florida Keys,Carysfort Reef,CF2,CF2-t043,44,160,110,50,1%,RC,3,1,FS,none,none,0,N,N,0,5,0,0,0,0
Florida Keys,Carysfort Reef,CF2,CF2-t426,44,92,67,57,20%,BC,5,0,none,none,none,0,N,N,0,0,2,0,0,0
Florida Keys,Carysfort Reef,CF2,CF2-t427,44,130,80,70,1%,RC,2,1,FS,none,none,0,N,N,0,6,0,0,0,0
Florida Keys,Carysfort Reef,CF3,CF3-t088,44,252,137,98,20%,BC,18,1,RTL,PFB,none,0,N,N,2,0,3,0,0,0
Florida Keys,Carysfort Reef,CF3,CF3-t090,44,140,105,65,20%,BC,7,1,FS,FP,CL,0,N,N,1,0,2,0,0,0
Florida Keys,Carysfort Reef,CF3,CF3-t092,44,194,105,74,30%,BC,42,1,RTL,none,none,0,N,N,3,0,3,0,1,0
Florida Keys,Carysfort Reef,CF3,CF3-t095,44,20,12,12,100%,JC,1,0,none,none,none,0,N,N,0,0,0,0,1,0
Florida Keys,Carysfort Reef,CF3,CF3-t410,44,,,,0%,D,,,,,,,N,N,,,,,,
Florida Keys,Carysfort Reef,CF3,CF3-t411,44,143,105,74,20%,BC,3,1,FS,CB,none,0,N,N,1,15,2,0,0,0
Florida Keys,Carysfort Reef,CF3,CF3-t425,44,,,,0%,D,,,,,,,N,N,,,,,,
Florida Keys,Carysfort Reef,CF4,CF4-t812,44,11,9,7,100%,JC,1,0,none,none,none,0,N,N,0,0,0,0,0,0
Florida Keys,Carysfort Reef,CF4,CF4-t814,44,,,,0%,D,,,,,,,N,N,,,,,,
Florida Keys,Elbow Reef,EL1,EL1-t051,44,137,103,103,45%,BC,19,0,none,none,none,0,N,N,3,7,1,0,1,1
Florida Keys,Elbow Reef,EL1,EL1-t052,44,240,235,100,65%,BC,17,1,CL,none,none,0,N,Y,2,1,3,0,3,2
Florida Keys,Elbow Reef,EL1,EL1-t054,44,140,105,74,65%,BC,7,0,none,none,none,0,N,Y,2,0,1,0,1,0
Florida Keys,Elbow Reef,EL1,EL1-t055,44,224,170,82,55%,BC,14,0,none,none,none,0,N,Y,3,4,2,0,2,0
Florida Keys,Elbow Reef,EL1,EL1-t056,44,115,84,60,70%,BC,5,0,none,none,none,0,N,Y,1,0,1,0,0,0
Florida Keys,Elbow Reef,EL1,EL1-t059,44,,,,0%,D,,,,,,,N,N,,,,,,
Florida Keys,Elbow Reef,EL1,EL1-t060,44,129,106,70,60%,BC,8,1,FP,none,none,0,N,N,0,0,1,0,2,0
Florida Keys,Elbow Reef,EL1,EL1-t232,44,99,55,61,95%,BC,2,0,none,none,none,0,N,N,0,0,0,0,0,2
Florida Keys,Elbow Reef,EL1,EL1-t441,44,72,45,35,85%,BC,1,2,FS,none,none,0,N,N,0,4,0,1,0,0
Florida Keys,Elbow Reef,EL1,EL1-t977,44,116,85,81,60%,BC,8,1,FS,none,none,0,N,N,1,4,1,0,1,0
Florida Keys,Elbow Reef,EL1,EL1-t978,44,88,43,42,99%,BC,1,0,none,none,none,0,N,N,0,0,0,0,0,0
Florida Keys,Elbow Reef,EL1,EL1-t979,44,165,114,72,80%,BC,1,0,none,none,none,0,N,N,1,0,1,0,0,0
Florida Keys,Elbow Reef,EL2,EL2-t065,44,8,7,1,90%,EC,1,0,none,none,none,0,N,N,0,0,0,0,0,0
Florida Keys,Elbow Reef,EL2,EL2-t066,44,158,115,79,30%,BC,36,2,RTL,CB,none,0,N,N,1,0,1,0,1,0
Florida Keys,Elbow Reef,EL2,EL2-t067,44,30,18,20,5%,RC,2,0,none,none,none,0,N,N,0,0,0,0,0,0
Florida Keys,Elbow Reef,EL2,EL2-t072,44,75,62,48,65%,BC,10,1,FP,none,none,0,N,N,0,0,0,0,0,0
Florida Keys,Elbow Reef,EL2,EL2-t073,44,109,98,61,55%,BC,14,1,FS,none,none,0,N,N,0,5,0,0,1,0
Florida Keys,Elbow Reef,EL2,EL2-t246,44,9,5,7,40%,EC,2,0,none,none,none,0,N,N,0,0,0,0,0,0
Florida Keys,Elbow Reef,EL2,EL2-t247,44,42,18,25,70%,BC,3,0,none,none,none,0,N,N,0,0,0,0,0,0
Florida Keys,Elbow Reef,EL2,EL2-t437,44,16,8,4,90%,EC,1,0,none,none,none,0,N,N,0,0,0,0,0,0
Florida Keys,Elbow Reef,EL2,EL2-t439,44,56,34,27,80%,BC,1,0,none,none,none,0,N,N,0,0,0,0,0,0
Florida Keys,Elbow Reef,EL2,EL2-t440,44,61,25,17,80%,BC,1,0,none,none,none,0,N,N,0,0,0,0,0,0
Florida Keys,Elbow Reef,EL2,EL2-t913,44,258,152,95,45%,BC,18,0,none,none,none,0,N,N,1,0,0,0,1,2
Florida Keys,Elbow Reef,EL3,EL3-t076,44,70,47,55,5%,RC,2,0,none,none,none,0,N,N,0,0,0,0,0,0
Florida Keys,Elbow Reef,EL3,EL3-t077,44,68,29,25,30%,BC,3,0,none,none,none,0,N,N,0,0,0,0,0,2
Florida Keys,Elbow Reef,EL3,EL3-t079,44,43,13,15,10%,RC,2,0,none,none,none,0,N,N,0,0,0,0,1,0
Florida Keys,Elbow Reef,EL3,EL3-t083,44,117,94,75,40%,BC,13,1,FS,none,none,0,N,N,0,0,0,0,0,0
Florida Keys,Elbow Reef,EL3,EL3-t086,44,205,117,73,40%,BC,11,2,FS,RTL,WPx,0,N,N,0,10,0,0,1,0
Florida Keys,Elbow Reef,EL3,EL3-t432,44,20,15,16,80%,JC,1,1,FS,none,none,0,N,N,0,3,0,0,0,0
Florida Keys,Elbow Reef,EL3,EL3-t433,44,8,6,4,90%,JC,1,0,none,none,none,0,N,N,0,0,0,0,0,0
Florida Keys,Elbow Reef,EL3,EL3-t434,44,13,9,9,100%,JC,1,0,none,none,none,0,N,N,0,0,0,0,0,0
Florida Keys,Elbow Reef,EL3,EL3-t911,44,113,72,60,80%,BC,4,1,FS,none,none,0,N,Y,0,2,0,0,1,1
Florida Keys,Elbow Reef,EL3,EL3-t933,44,109,68,62,40%,BC,9,1,FS,none,none,1,N,N,0,1,0,0,0,0
Florida Keys,Elbow Reef,EL4,EL4-t153,44,185,140,87,40%,BC,14,1,FS,none,none,0,N,N,0,2,0,0,0,0
Florida Keys,Elbow Reef,EL4,EL4-t154,44,155,145,95,40%,BC,34,0,none,none,none,0,N,N,0,0,0,0,1,0
Florida Keys,Elbow Reef,EL4,EL4-t158,44,92,36,34,75%,BC,5,0,none,none,none,0,N,N,0,0,0,0,0,0
Florida Keys,Elbow Reef,EL4,EL4-t168,44,201,170,93,70%,BC,5,0,none,none,none,0,N,N,0,0,0,0,0,0
Florida Keys,Elbow Reef,EL4,EL4-t416,44,13,9,13,95%,JC,1,0,none,none,none,0,N,N,0,0,0,0,0,0
Florida Keys,Elbow Reef,EL4,EL4-t417,44,11,4,4,100%,JC,1,0,none,none,none,0,N,N,0,0,0,0,0,0
Florida Keys,Elbow Reef,EL4,EL4-t418,44,92,70,34,35%,AF,2,0,none,none,none,0,N,N,0,0,0,0,0,0
Florida Keys,Elbow Reef,EL4,EL4-t420,44,7,5,2,100%,EC,1,0,none,none,none,0,N,N,0,0,0,0,0,0
Florida Keys,Elbow Reef,EL4,EL4-t935,44,11,8,1,95%,EC,1,0,none,none,none,0,N,N,0,0,0,0,0,0
Florida Keys,Elbow Reef,EL5,EL5-t177,44,56,35,52,15%,RC,6,0,none,none,none,0,N,N,0,0,0,0,1,0
Florida Keys,Elbow Reef,EL5,EL5-t180,44,154,123,75,40%,BC,14,1,FP,none,none,0,N,N,0,0,0,0,1,0
Florida Keys,Elbow Reef,EL5,EL5-t183,44,24,22,21,70%,RC,1,0,none,none,none,0,N,N,0,1,0,0,0,0
Florida Keys,Elbow Reef,EL5,EL5-t460,44,100,80,20,10%,AF,3,1,FS,none,none,0,N,N,0,3,0,0,0,0
Florida Keys,French Reef,FR1,FR1-t002,44,95,82,62,30%,BC,9,3,RTL,CB,none,0,N,N,0,0,0,0,2,0
Florida Keys,French Reef,FR1,FR1-t003,44,39,27,27,90%,JC,1,1,FS,none,none,0,N,N,0,1,1,0,0,0
Florida Keys,French Reef,FR1,FR1-t004,44,69,58,50,25%,RC,4,0,none,none,none,0,N,N,1,0,1,0,0,0
Florida Keys,French Reef,FR1,FR1-t005,44,162,127,75,60%,BC,8,1,RTL,CB,none,1,N,N,2,0,3,0,0,0
Florida Keys,French Reef,FR1,FR1-t006,44,170,120,70,40%,BC,22,1,FS,FP,none,0,N,N,1,5,1,0,1,0
Florida Keys,French Reef,FR1,FR1-t007,44,24,14,11,70%,JC,2,0,none,none,none,0,N,N,0,0,1,0,0,0
Florida Keys,French Reef,FR1,FR1-t008,44,44,36,40,90%,BC,1,0,none,none,none,0,N,N,2,0,2,0,0,0
Florida Keys,French Reef,FR1,FR1-t009,44,173,122,75,30%,BC,6,0,none,none,none,0,N,N,1,0,2,0,0,0
Florida Keys,French Reef,FR1,FR1-t010,44,65,50,37,30%,RC,13,0,none,none,none,0,N,N,0,0,0,0,0,0
Florida Keys,French Reef,FR1,FR1-t860,44,16,14,6,80%,EC,1,0,none,none,none,1,N,N,0,0,0,0,0,0
Florida Keys,French Reef,FR1,FR1-t861,44,76,45,57,80%,BC,1,0,none,none,none,0,N,N,0,0,1,0,0,0
Florida Keys,French Reef,FR1,FR1-t976,44,9,9,8,90%,JC,1,3,FS,none,none,0,N,N,0,0,1,0,0,0
Florida Keys,French Reef,FR2,FR2-t236,44,12,4,1,20%,EC,2,0,none,none,none,0,N,N,0,0,0,0,0,0
Florida Keys,French Reef,FR2,FR2-t250,44,100,60,50,2%,RC,6,0,none,none,none,0,N,N,0,0,1,0,1,0
Florida Keys,French Reef,FR2,FR2-t251,44,86,63,75,98%,BC,1,0,none,none,none,0,N,N,0,0,1,0,0,0
Florida Keys,French Reef,FR2,FR2-t255,44,30,16,25,45%,JC,3,0,none,none,none,0,N,N,0,0,0,0,0,0
Florida Keys,French Reef,FR2,FR2-t256,44,34,32,30,95%,JC,1,0,none,none,none,0,N,N,0,0,0,0,0,0
Florida Keys,French Reef,FR2,FR2-t258,44,2,2,2,100%,EC,1,0,none,none,none,0,N,N,0,0,0,0,0,0
Florida Keys,French Reef,FR2,FR2-t259,44,29,19,29,50%,RC,8,0,none,none,none,0,N,N,0,0,0,0,0,0
Florida Keys,French Reef,FR2,FR2-t260,44,37,36,40,90%,JC,1,5,FS,none,none,0,N,N,0,5,0,0,0,0
Florida Keys,French Reef,FR2,FR2-t261,44,90,50,50,1%,RC,2,0,none,none,none,0,N,N,0,0,0,0,0,0
Florida Keys,French Reef,FR2,FR2-t447,44,16,13,13,1%,RC,2,0,none,none,none,0,N,N,0,0,0,0,0,0
Florida Keys,French Reef,FR3,FR3-t444,44,26,23,13,60%,RC,1,0,none,none,none,0,N,N,0,0,0,0,0,0
Florida Keys,French Reef,FR3,FR3-t446,44,52,48,26,35%,BC,3,0,none,none,none,0,N,N,1,0,1,0,0,0
Florida Keys,French Reef,FR3,FR3-t818,44,15,12,11,75%,JC,1,0,none,none,none,0,N,N,0,0,0,0,0,0
Florida Keys,French Reef,FR3,FR3-t820,44,150,97,75,10%,RC,20,1,FS,none,none,0,N,N,0,1,1,0,0,0
Florida Keys,French Reef,FR3,FR3-t822,44,,,,,G,,,,,,,N,N,,,,,,
Florida Keys,French Reef,FR3,FR3-t824,44,14,8,7,100%,JC,1,0,none,none,none,0,N,N,0,0,0,0,0,0
Florida Keys,French Reef,FR3,FR3-t825,44,56,43,40,5%,RC,2,0,none,none,none,0,N,N,0,0,1,0,1,0
Florida Keys,French Reef,FR3,FR3-t862,44,95,73,46,55%,BC,7,0,none,none,none,0,N,N,1,0,1,0,0,0
Florida Keys,French Reef,FR3,FR3-t863,44,104,70,60,10%,RC,7,1,FS,none,none,0,N,N,0,1,1,0,0,0
Florida Keys,French Reef,FR3,FR3-t864,44,19,14,8,99%,JC,1,0,none,none,none,0,N,N,0,0,0,0,0,0
Florida Keys,French Reef,FR3,FR3-t866,44,14,11,12,100%,JC,1,0,none,none,none,1,N,N,0,0,0,0,0,0
Florida Keys,Grecian Rocks,GR1,GR1-t469,44,11,9,3,100%,EC,1,0,none,none,none,0,,,0,0,,,,
Florida Keys,Grecian Rocks,GR2,GR2-t429,44,40,34,15,1%,RC,3,0,none,none,none,0,N,N,0,0,0,0,0,0
Florida Keys,Grecian Rocks,GR2,GR2-t430,44,9,6,5,10%,RC,2,0,none,none,none,0,N,N,0,0,0,0,0,0
Florida Keys,Grecian Rocks,GR2,GR2-t431,44,19,10,10,95%,JC,1,0,none,none,none,0,N,N,0,0,0,0,0,0
