"model","term","estimate","std_error","statistic","p_value","ci_lower","ci_upper","response"
"S7_interaction","regionNavassa",-1.35991561205347,1.23977570157472,-1.09690455323987,0.272683118128297,-3.78987598713992,1.07004476303299,"survival"
"S7_interaction","regionUSVI",-2.40614030979894,1.56166452228601,-1.54075364808619,0.123376754460687,-5.46700277347953,0.65472215388164,"survival"
"S7_interaction","log_size:regionDominican Republic",0.585584169270548,1.11056290375661,0.527285908154989,0.597995058634949,-1.59111912209242,2.76228746063351,"survival"
"S7_interaction","log_size:regionFlorida",0.199188442322697,0.0553882043690001,3.59622494702463,0.000322868629156195,0.0906275617594567,0.307749322885937,"survival"
"S7_interaction","log_size:regionMexico",-0.249567363979857,114.045804517749,-0.002188308154212,0.998253984102998,-223.779344218767,223.280209490807,"survival"
"S7_interaction","log_size:regionNavassa",0.437114734593047,0.245284021993804,1.78207586062857,0.0747368617004127,-0.0436419485148095,0.917871417700903,"survival"
"S7_interaction","log_size:regionUSVI",0.641895196332257,0.438625257127211,1.46342506707518,0.143351103704319,-0.217810307637077,1.50160070030159,"survival"
"S_ME1_null","(Intercept)",1.66698209040354,0.50134480129944,3.32502119515925,0.000884118135809384,0.684364336020249,2.64959984478683,"survival"
"S_ME2_linear","(Intercept)",0.435348498605156,0.550476479983129,0.790857583267679,0.429027102895065,-0.64356557649816,1.51426257370847,"survival"
"S_ME2_linear","log_size",0.320129595070443,0.0220487698160525,14.5191590161812,9.16274712563263e-48,0.276914800327566,0.36334438981332,"survival"
"S_ME3_categorical","(Intercept)",1.30620540322512,0.531893836403762,2.45576337574548,0.014058569269396,0.263712640274903,2.34869816617533,"survival"
"S_ME3_categorical","size_classSC2",0.417551151705785,0.159425140922594,2.61910479921431,0.00881608586583041,0.105083617267277,0.730018686144292,"survival"
"S_ME3_categorical","size_classSC3",0.561695142248305,0.156712465190554,3.58424035742986,0.000338060666867308,0.254544354546333,0.868845929950277,"survival"
"S_ME3_categorical","size_classSC4",1.2220517561709,0.174425440759481,7.00615547164369,2.44955711523079e-12,0.880184174294793,1.56391933804701,"survival"
"S_ME3_categorical","size_classSC5",2.0129389886902,0.172030778217415,11.7010398345476,1.25901185426097e-31,1.67576485915167,2.35011311822873,"survival"
"S_ME4_random_slope","(Intercept)",0.492293391700507,0.769993013024936,0.639347868581976,0.522596654472647,-1.01686518217585,2.00145196557686,"survival"
"S_ME4_random_slope","log_size",0.328693609314732,0.249740696994205,1.31613955302751,0.18812720754333,-0.16078916226784,0.818176380897305,"survival"
"G1_null","(Intercept)",-140.835500253948,57.4078475807445,-2.45324474246944,0.0141966001438595,-253.384318212785,-28.2866822951109,"growth"
"G2_linear","(Intercept)",427.940141274012,170.008819522006,2.51716435933853,0.0118662431461077,94.635658952793,761.24462359523,"growth"
"G2_linear","log_size",-88.474273986287,24.8962065860956,-3.55372508981748,0.000383874731011258,-137.283607944791,-39.6649400277827,"growth"
"G3_quadratic","(Intercept)",-1663.44504452086,449.358267261884,-3.70182361316479,0.00021672323562646,-2544.41777742159,-782.47231162013,"growth"
"G3_quadratic","log_size",673.128319670344,153.56618213665,4.38331089765171,1.19664647806483e-05,372.059820402675,974.196818938013,"growth"
"G3_quadratic","log_size_sq",-60.1472613137538,11.9682900259175,-5.0255517858862,5.2227681889239e-07,-83.6112497177687,-36.6832729097388,"growth"
"G4_categorical","(Intercept)",23.0129592501783,210.034328397038,0.10956760937991,0.912757389032219,-388.762129288644,434.788047789001,"growth"
"G4_categorical","size_classSC2",-28.8127589706332,243.164813565145,-0.11849065885889,0.905684405123518,-505.540603411542,447.915085470276,"growth"
"G4_categorical","size_classSC3",-170.08255012306,253.288662935845,-0.671496892721725,0.501939942740417,-666.658335625743,326.493235379622,"growth"
"G4_categorical","size_classSC4",-49.1835616698807,252.256890473714,-0.194974105870879,0.845422387828911,-543.736543566181,445.369420226419,"growth"
"G4_categorical","size_classSC5",-325.352720803788,230.116758809971,-1.41385930553829,0.157475273760903,-776.499680714648,125.794239107071,"growth"
"G5_size_region","(Intercept)",833.569701369348,252.272967025789,3.30423711742422,0.000960117067893581,338.985136978895,1328.1542657598,"growth"
"G5_size_region","log_size",-108.354907560723,27.130265955539,-3.99387561250947,6.60834342313591e-05,-161.544160961963,-55.1656541594829,"growth"
"G5_size_region","regionDominican Republic",-411.891931159152,339.527461468412,-1.21313289174835,0.225145375258189,-1077.54011220974,253.756249891435,"growth"
"G5_size_region","regionFlorida",-359.730407920758,160.156394252409,-2.24611954833234,0.0247467056557942,-673.719185313527,-45.7416305279901,"growth"
"G5_size_region","regionMexico",-386.30168960902,550.932545856931,-0.70117783477133,0.483229825128457,-1466.41239831337,693.809019095329,"growth"
"G5_size_region","regionNavassa",790.16231466763,413.56410766312,1.91061627454208,0.0561200733474086,-20.6357127531242,1600.96034208839,"growth"
"G5_size_region","regionUSVI",-314.174598037629,709.819209569425,-0.442612138136141,0.658068473430817,-1705.7847602354,1077.43556416014,"growth"
"G_ME1_null","(Intercept)",-84.8803524856372,95.1563165738375,-0.892009648353438,0.485805270426964,-271.38330587185,101.622600900576,"growth"
"G_ME2_linear","(Intercept)",427.94014127401,170.008819522006,2.51716435933853,0.0118662431461079,94.728977956708,761.151304591312,"growth"
"G_ME2_linear","log_size",-88.4742739862867,24.8962065860955,-3.55372508981748,0.000383874731011291,-137.269942246703,-39.6786057258706,"growth"
"G_ME3_categorical","(Intercept)",23.0129592501762,210.034328397039,0.109567609379899,0.912757389032228,-388.646759925078,434.67267842543,"growth"
"G_ME3_categorical","size_classSC2",-28.8127589706312,243.164813565148,-0.118490658858881,0.905684405123526,-505.407035865717,447.781517924454,"growth"
"G_ME3_categorical","size_classSC3",-170.082550123062,253.28866293585,-0.671496892721719,0.501939942740421,-666.519207169634,326.35410692351,"growth"
"G_ME3_categorical","size_classSC4",-49.1835616698768,252.256890473712,-0.194974105870865,0.845422387828921,-543.597981850417,445.230858510663,"growth"
"G_ME3_categorical","size_classSC5",-325.352720803785,230.116758809971,-1.41385930553828,0.157475273760907,-776.373280310417,125.667838702848,"growth"
"G_ME4_random_slope","(Intercept)",427.940141274014,170.008819522016,2.51716435933841,0.0118662431463193,94.7289779566929,761.151304591336,"growth"
"G_ME4_random_slope","log_size",-88.4742739862885,24.8962065861052,-3.55372508981617,0.000383874731742568,-137.269942246723,-39.6786057258534,"growth"
