scenario,recruitment_scenario,year,n,mean_population,median_population,q05,q25,q75,q95
iid,conservative,50,800,0.024889496301914914,0.022605527153470174,0.005586149870134249,0.011462453492235253,0.03521632694349191,0.06277034648300008
iid,optimistic,0,800,999.9999999999985,999.9999999999985,999.9999999999985,999.9999999999985,999.9999999999985,999.9999999999985
iid,optimistic,1,800,788.3234369594638,773.704599230913,532.973444402898,773.704599230913,858.9419412498429,858.9419412498429
iid,optimistic,2,800,629.6268377986507,611.6720061501184,429.28443340933615,611.6720061501184,673.8312898981355,740.3718825523624
iid,optimistic,3,800,507.27480597132796,526.2561857839423,333.3996781665994,490.0657110427263,537.2300313940443,585.9428747212959
iid,optimistic,4,800,407.15042953405305,422.5494202853093,271.92315534450296,396.01724254047093,455.49444849141673,503.76004799904234
iid,optimistic,5,800,326.41232093778956,341.9483355024114,216.26778800554078,261.1768502794286,370.25474019540013,404.6808982285715
iid,optimistic,6,800,262.96761372430393,278.18770642192857,172.9633858084789,206.65558126711232,301.5139141623186,337.1069908127018
iid,optimistic,7,800,213.3823385680068,230.08537850008642,141.60001043555573,165.11286780052328,248.59917665978202,276.1151116292675
iid,optimistic,8,800,172.79327109031388,187.8560834341229,90.44068371996656,133.53067708578592,205.22863735129877,229.29834358450717
iid,optimistic,9,800,139.93646459726935,152.68970435550472,71.29984600750063,108.96747081733591,168.48026818839526,186.25382194170408
iid,optimistic,10,800,113.04333538013944,123.96896311720039,56.55768281453397,87.71471125921859,137.96594713579105,154.0191432845206
iid,optimistic,11,800,91.38961400232897,100.16163813919486,45.287949497253024,70.84871380210947,113.03881789309995,127.17547485165912
iid,optimistic,12,800,73.68937643152974,72.67647551241757,36.64553723854212,57.74279442467954,92.37641421262765,104.3896987042985
iid,optimistic,13,800,59.598099968101025,55.20493848484217,29.47395672980627,47.1476258999095,75.69858155341461,86.14349520703544
iid,optimistic,14,800,48.39480842007147,44.532225727454545,23.65047000763602,38.36387174737755,62.27807904065476,71.15500161311647
iid,optimistic,15,800,38.996138697424136,36.13935293967368,19.143520201870203,30.990180869981497,51.09629282467303,58.22997159244986
iid,optimistic,16,800,31.83406342482324,29.266374780159836,15.74496568309407,25.025740075617115,42.12374636618837,48.260793186325365
iid,optimistic,17,800,25.700665941316164,23.74436555285027,11.0380877524629,19.966915427082512,34.42202058134241,39.86163702992027
iid,optimistic,18,800,20.790889374733673,19.33706292364326,8.34923585290416,14.313677520502727,28.359638062544946,32.52786573834136
iid,optimistic,19,800,16.805390739437673,15.788778435979038,6.413169001249132,11.122292012300825,22.959594657533152,26.857117681446923
iid,optimistic,20,800,13.610141854535723,12.931968425820791,5.194444592479293,8.881916390491343,18.662427696004677,22.305692213190778
iid,optimistic,21,800,11.079693921725067,10.60356502336203,4.184623913277988,7.1603464135456925,15.444977496742888,18.30790682787392
iid,optimistic,22,800,8.939848023016742,8.606101548262792,3.416993678067902,5.791962215004862,12.39060980061872,14.92480542572998
iid,optimistic,23,800,7.2287499029729725,7.012192123876138,2.7219294154198233,4.722136821967175,9.70415187936413,12.520820111502704
iid,optimistic,24,800,5.879205149127811,5.724107936010838,2.213327139087741,3.750800019070773,7.168522563797458,10.274985989532999
iid,optimistic,25,800,4.749988767607623,4.673690202705446,1.7788323952187217,3.067193980960184,5.75574425688046,8.444799607155641
iid,optimistic,26,800,3.853285343820097,3.8189592685074283,1.434377035283843,2.5099300275892293,4.624668411162899,6.904834507550447
iid,optimistic,27,800,3.1243160895306654,3.0976586091360896,1.150367345729587,2.035512469371822,3.7454656170905296,5.776928426165696
iid,optimistic,28,800,2.5437738985271805,2.532966296006211,0.9186045452012375,1.6827681067590845,3.060967296023372,4.6830457184059595
iid,optimistic,29,800,2.055996540433178,2.0377452372013627,0.6260506934628016,1.366583248168763,2.489729616586368,3.8390225934527082
iid,optimistic,30,800,1.6594010033572864,1.63981118674668,0.4732019851184398,1.0914124419307552,2.0240453031888137,3.1916491975958596
iid,optimistic,31,800,1.339997127334161,1.191774339139347,0.38409140383404994,0.8768249411159883,1.6477296310079266,2.667490602733782
iid,optimistic,32,800,1.084204880182582,0.9268982081814671,0.3138134546491969,0.689931595923264,1.353444717430909,2.1765028916956988
iid,optimistic,33,800,0.8781162100755208,0.7436660165571312,0.25394361781884267,0.49832425170127276,1.1123534638780141,1.757457956168981
iid,optimistic,34,800,0.7120186024504497,0.6021344970121345,0.20864274700396368,0.3890443882244242,0.9095635348623717,1.4470345178887807
iid,optimistic,35,800,0.5742492302980535,0.48389478755627535,0.16951771097660212,0.3121134167826216,0.7525643822910134,1.2080177577777942
iid,optimistic,36,800,0.46596170684532534,0.38984932887790574,0.13520184533291232,0.2528113365454167,0.6129369721554974,0.9737201281575355
iid,optimistic,37,800,0.37509231777898433,0.32197804605112446,0.10888369395687195,0.20407747577510638,0.49650591228817,0.8056069873095074
iid,optimistic,38,800,0.30442189523161395,0.25996381672548885,0.08764424804256386,0.16510493100115994,0.4053891744367475,0.660645106630744
iid,optimistic,39,800,0.2480350079578585,0.2128627396415793,0.07057544236552483,0.13466481719843215,0.3337952763525165,0.5439807342929586
iid,optimistic,40,800,0.20054719231120346,0.17472039599877914,0.057384081579860025,0.10801317405796167,0.2741242761254986,0.4450045748153462
iid,optimistic,41,800,0.1611217378255292,0.1422822007551967,0.038358921147920395,0.08836275884034457,0.2214196100695894,0.358216969959209
iid,optimistic,42,800,0.13069732264707468,0.11636768696149019,0.03044236092604068,0.07141427551522905,0.18210957673712522,0.2987634857576602
iid,optimistic,43,800,0.10555223713095103,0.0946769625791489,0.025176550477483083,0.058129271253403836,0.1487785623468618,0.24509365469242
iid,optimistic,44,800,0.08561569362511956,0.07771696955383225,0.01989069959360684,0.046964551735922504,0.12166018811682573,0.20032594892654712
iid,optimistic,45,800,0.06933087554458178,0.06285360640518578,0.016323637878367468,0.038020817058464634,0.09868561378542037,0.16451587500030668
iid,optimistic,46,800,0.05584168597792629,0.051122229224328575,0.013532709702077587,0.02983665746637309,0.07964238783216136,0.1346655825638917
iid,optimistic,47,800,0.04487936916566126,0.04130368544881618,0.010764395521866033,0.021266212757031,0.06398610004972219,0.1089764855328234
iid,optimistic,48,800,0.03636727368135255,0.033492768106649015,0.008809436085818717,0.01654288900695413,0.04944688957466262,0.08892152151783861
iid,optimistic,49,800,0.02949082813002807,0.026756409730204527,0.006973190168846757,0.013267751036545053,0.03881531291583817,0.07298917543474424
iid,optimistic,50,800,0.023844794838168096,0.020860785926015785,0.005567342079666426,0.01074258880881686,0.030053284527746357,0.05902942591193134
iid,zero,0,800,999.9999999999985,999.9999999999985,999.9999999999985,999.9999999999985,999.9999999999985,999.9999999999985
iid,zero,1,800,787.2899308420593,772.6278310787444,531.8966762507293,772.6278310787444,857.8651730976743,857.8651730976743
iid,zero,2,800,625.6165045249907,610.1619414242666,428.1083364456684,610.1619414242666,672.1681324292621,738.7724079417402
iid,zero,3,800,503.52863991532007,524.7046253243365,332.2752200150295,488.4402027246132,535.394613032629,584.0438839238226
iid,zero,4,800,404.2660472988322,420.96258747598114,262.36113349806766,394.43211248511915,453.88667231552307,497.2434821271548
iid,zero,5,800,325.1311728328848,344.353368307065,214.67329556287885,268.287160278765,367.7135626973334,400.16585963734724
iid,zero,6,800,262.4447746537797,280.2145360812802,168.50593760266628,204.48735291270162,303.07663378275197,336.64498024387893
iid,zero,7,800,212.85384308744702,230.61293090742763,118.88328783481754,163.61697774552374,250.29830252153317,278.14430092863796
iid,zero,8,800,171.31677816570655,187.22254882991808,84.73639397253109,132.2634157237652,204.61640190526478,227.05851629481165
iid,zero,9,800,138.54309032619068,152.43981750801257,67.64217909263672,107.5802139937019,167.87688375382336,187.38586793969847
iid,zero,10,800,111.99544695676649,124.07099195517023,54.64175773189133,87.1713574912165,137.91452059719444,154.71772671282469
iid,zero,11,800,90.47203031118406,100.6415378361667,43.55484698869129,70.3252609395766,113.49431899085536,126.43760379090594
iid,zero,12,800,73.25252802233342,80.75664736634701,35.057737459606564,56.71391478802853,92.8587346121586,104.87737999568307
iid,zero,13,800,59.82767272001652,58.27921515333307,27.692629811974058,45.991541829291265,76.95939097291024,86.72524001719015
iid,zero,14,800,48.685990274328624,45.803635401298926,22.542386535059094,37.13258045916099,63.491136117387285,72.17640431902876
iid,zero,15,800,39.40104669761061,36.57905758148474,14.766683014904398,30.40262938024386,52.34334544217212,58.890217216383896
iid,zero,16,800,31.92734152434581,29.446857854278015,11.69293128000223,24.27666693659529,42.913683748393254,48.67119370703044
iid,zero,17,800,26.046595153828118,24.062966842783524,9.657739971219298,19.716189917828,35.258292847776374,39.985476862123384
iid,zero,18,800,21.039268142556786,19.6623481230938,7.626861118800593,14.135511799259113,28.69477953353151,33.18542646788903
iid,zero,19,800,16.97693701920204,15.712656852238194,6.1334529594755836,10.777601108350822,23.683946974286904,27.373828621952903
iid,zero,20,800,13.70983777924064,12.92120189826452,4.887128834859111,8.662463397104386,19.301564582878356,22.373838440689664
iid,zero,21,800,11.114348966787432,10.467320241920286,3.952104623766556,6.999628106353676,15.687368332542288,18.384898865460382
iid,zero,22,800,8.922611961433118,8.516179103208266,3.2018578659045196,5.617920617739011,12.59910559904393,15.13189948429682
iid,zero,23,800,7.214524574277967,6.958837766713857,2.5758018806558187,4.52817091433568,10.34164034481458,12.235987289979565
iid,zero,24,800,5.8450534987633604,5.595465599954892,2.089554611513984,3.7585021994370615,8.50184829255808,10.127187155340602
iid,zero,25,800,4.735627295666112,4.631996645523076,1.6675833379528178,3.041419097918884,6.890054116759972,8.303351739986747
iid,zero,26,800,3.841105414261554,3.8569661916482922,1.3086910761433237,2.446963960168336,5.126208941360003,6.944894853494674
iid,zero,27,800,3.0992111200565833,3.1289210492030817,0.8903614819456493,2.0015156799875897,3.863024628921942,5.6448464475433955
iid,zero,28,800,2.5069383548926534,2.522561838914644,0.7016647478321684,1.629659362133526,3.105508653232861,4.671812672483638
iid,zero,29,800,2.034306521280448,2.0373845367125165,0.5672584589363568,1.3239297339236726,2.5248499581785966,3.8679440707241386
iid,zero,30,800,1.652697869322572,1.6559556945109468,0.45515563352783367,1.07035326048705,2.0520048977247827,3.156082028671127
iid,zero,31,800,1.3424828122157584,1.3051443406122654,0.36780242456183926,0.8706007837251386,1.6811039676476889,2.5954831380593006
iid,zero,32,800,1.087464174079984,0.9829358494660347,0.29782741450271355,0.7038622874817212,1.3709748021799697,2.0968786433101885
iid,zero,33,800,0.8834502577818414,0.7580000645692457,0.2416503426162942,0.56663669646528,1.1249464158402862,1.7574085901416208
iid,zero,34,800,0.7202507807065526,0.6159882834990522,0.19462818431200135,0.4196331332558744,0.928829590612651,1.4587299115428987
iid,zero,35,800,0.5840845186607665,0.4926598108095699,0.16230610725777422,0.3196059572245208,0.7512302558461753,1.1917717811052178
iid,zero,36,800,0.4739789079109117,0.4003829415420882,0.12747060809664765,0.2568179255857603,0.615178746273334,0.9977725265992515
iid,zero,37,800,0.3827875798937009,0.3245280128149367,0.10447793758011019,0.20431140158150768,0.5016184239036456,0.8085989555735966
iid,zero,38,800,0.3077901764048715,0.2652028614010124,0.07862051203905225,0.1675499129739761,0.408939793615224,0.6602299436087729
iid,zero,39,800,0.24928640065994676,0.21441663393258265,0.0602821040201578,0.13406731222412208,0.33710020562377757,0.5468626455661858
iid,zero,40,800,0.20088903876015443,0.17477268402779664,0.04757116698544857,0.1081082986882907,0.2731888698124649,0.4471883158160296
iid,zero,41,800,0.1632398181019433,0.14281132318730183,0.03644301235022321,0.08779266580489023,0.2227728112953837,0.37056378423330877
iid,zero,42,800,0.1325101535234722,0.11671290470206813,0.028594090409558664,0.0709631804746759,0.18034075143060838,0.30332472613937006
iid,zero,43,800,0.10748276815938278,0.09588229499271209,0.02352994869856104,0.05695180748630836,0.1470311007304377,0.255560056963393
iid,zero,44,800,0.08724964620644027,0.07729334282791749,0.01881057413530921,0.04644964065742388,0.12075806382398963,0.2077743212507119
iid,zero,45,800,0.0706189595269204,0.06278142448151923,0.015131780126490394,0.03811623699486745,0.09846573072897868,0.16806986676794755
iid,zero,46,800,0.057535063840091896,0.05162294594834913,0.012506154174103008,0.03025956615139428,0.08140912383316418,0.1395490849916949
iid,zero,47,800,0.04676858366797537,0.04157169448539291,0.010065864580183,0.02501555071711444,0.06629017333776115,0.11541748149081209
iid,zero,48,800,0.037894240890819594,0.033519625206588265,0.008186981679958051,0.02018620226799986,0.053487808569203515,0.09632681608898451
iid,zero,49,800,0.030524835543256766,0.02749400889064625,0.006713341104121344,0.015651770835449278,0.04376812408571144,0.07723281021550721
iid,zero,50,800,0.024567510674088106,0.021936690127395842,0.005408465585132432,0.011948618578304631,0.03406907252425505,0.062056362788772045
markov,conservative,0,800,999.9999999999985,999.9999999999985,999.9999999999985,999.9999999999985,999.9999999999985,999.9999999999985
markov,conservative,1,800,726.1081900244362,772.8848660570039,532.153711228989,723.6774780223526,858.1222080759339,858.1222080759339
markov,conservative,2,800,563.6270745601025,610.5224084878564,383.9271301268892,419.0207824286253,666.1401833111478,739.1542180100823
markov,conservative,3,800,447.13573318426154,488.8282272735172,225.06978831136698,338.2054853182417,535.8327451402571,636.7284091363491
markov,conservative,4,800,355.7916762789503,390.10186465061736,175.06594866170695,277.5579900594103,443.9580211766302,497.66005867004833
markov,conservative,5,800,279.85210923655757,265.10271630850934,134.54476534696929,220.20684943170983,357.3084752990827,422.38302211013286
markov,conservative,6,800,221.9415619567378,203.75128996452167,103.72465923007513,172.15269590541808,287.1673099490916,338.26724828813735
markov,conservative,7,800,176.05241330403445,163.46880695086418,67.91747855970385,136.20579299362677,234.1144951678649,280.11555344042915
markov,conservative,8,800,139.72812144999065,130.13564911158676,52.41112062026083,88.74129954467797,190.35497360240893,233.4156696485283
markov,conservative,9,800,110.6209835733539,104.29331098305006,40.97143740698566,69.15104402328816,153.81216234433643,191.89200714020316
markov,conservative,10,800,87.7597737800869,84.45447832820471,31.77929360113823,55.06658306962615,123.56168732991671,155.7504372691165
markov,conservative,11,800,70.08900704308807,68.31377648574023,19.91936926665097,44.2865529324654,97.35233141162183,126.83985174300412
markov,conservative,12,800,55.87347005655056,54.56289293257632,15.580615086017822,35.002430511246445,73.80459554066022,104.41065077442968
markov,conservative,13,800,44.579507962883085,42.86203597061861,12.169889390032509,27.9839792582529,58.123692879483855,85.49279067345906
markov,conservative,14,800,35.63909768638823,31.27148164517078,9.848884161547927,19.4368519223042,45.97413945379668,71.61833864502591
markov,conservative,15,800,28.571883727689237,23.616828724791425,7.820377119292922,14.687797147556973,37.06278000594746,59.93414432592624
markov,conservative,16,800,22.658452783157557,18.749577017056367,5.472309457773272,11.516356786609379,29.592817704153006,48.346044780973614
markov,conservative,17,800,17.9206934919745,14.902626706612242,3.7457395466959653,9.234204036833916,23.821314725908813,39.53766291583729
markov,conservative,18,800,14.060974366771442,11.770724885695877,2.897316254295308,7.342813154133069,19.158689369854628,31.813336817589256
markov,conservative,19,800,11.113159865813627,9.590623792485282,2.2868180184514366,5.877471590358541,15.488128761733726,26.052733827630806
markov,conservative,20,800,8.76721745781301,7.576119228745442,1.8364638527459685,4.603888597702429,12.272012758607186,21.188537770101338
markov,conservative,21,800,6.96139162150205,6.0190625134767695,1.3276735796689807,3.607749553642809,9.867362527208487,17.189090614288865
markov,conservative,22,800,5.504839261044746,4.714423232849009,0.8868924401275502,2.433183988673008,7.804214374020626,13.94557029793549
markov,conservative,23,800,4.392989908306652,3.294052882862507,0.7050842389898707,1.8926158533418347,6.293725742133174,11.765293898978236
markov,conservative,24,800,3.5001528071371024,2.5871260840821293,0.5543748132601952,1.4948641629199864,4.593760170086455,9.780835954996054
markov,conservative,25,800,2.792148226323861,2.0570756491169035,0.445355791755277,1.2043571937914106,3.6165071287145896,8.159081226977175
markov,conservative,26,800,2.2121786149359055,1.6468349796653174,0.35822516398546034,0.9379862559330284,2.8779196149891098,6.462027774693103
markov,conservative,27,800,1.7624840102718824,1.3287566957724974,0.27777506084599374,0.7561747878331595,2.297692219200202,5.234663462893576
markov,conservative,28,800,1.3943869258392458,1.0657692440945095,0.19135794570287973,0.5933532413154541,1.8298500212308142,4.017343508174754
markov,conservative,29,800,1.099419753566308,0.866739596354876,0.14364247367407718,0.39967516599831066,1.4672261199385228,2.8728178122799357
markov,conservative,30,800,0.860812358086322,0.6774609008568491,0.11184894100861108,0.3064135390548745,1.1759641793189326,2.3103377513993912
markov,conservative,31,800,0.6789457404043541,0.532022216733101,0.08949498245120512,0.24702023706734996,0.9456802057935744,1.8322923531045128
markov,conservative,32,800,0.5327830752057773,0.3741673059580314,0.06981628324150707,0.19525491049392024,0.7376554863958286,1.4779609518461123
markov,conservative,33,800,0.41836105390185996,0.294494876665194,0.050580955582380384,0.1549773305570443,0.5896486094853042,1.155412519534811
markov,conservative,34,800,0.3333183668045251,0.23850098249447538,0.0356828938112798,0.12248844703594503,0.4328484533559188,0.9584358826675072
markov,conservative,35,800,0.264653192364979,0.18766145080956084,0.027345987090831296,0.09798263927570106,0.34280002568070345,0.773951278327888
markov,conservative,36,800,0.21071702021759267,0.1505144223322264,0.02118078436769941,0.06891001035046072,0.26792974735550745,0.6257391131298129
markov,conservative,37,800,0.16683430935386567,0.12049813023535953,0.016575627525793453,0.054397177522287,0.2121067035759021,0.5072107626269716
markov,conservative,38,800,0.13194687712370531,0.09576881350108801,0.013566323792661142,0.04214027758957843,0.16948111441712815,0.41630560625188584
markov,conservative,39,800,0.10528701493491345,0.0751043765529329,0.010618040595821023,0.03285223849512208,0.1348181755006128,0.34548496026193953
markov,conservative,40,800,0.08247211125992061,0.057613814999143864,0.0075995872660772805,0.026028811574304065,0.11012238449809228,0.2576131369453973
markov,conservative,41,800,0.06583254995769766,0.04458440418735192,0.005659906043452623,0.020645255777986725,0.08825262713181008,0.2108526204840081
markov,conservative,42,800,0.052476170695778306,0.03239083431356071,0.004410654596152731,0.015930797837990004,0.07168433699116945,0.16031866073197373
markov,conservative,43,800,0.04186705971562645,0.026103345666765143,0.003524758819252931,0.011534339381851982,0.05815505924031499,0.12656583737572352
markov,conservative,44,800,0.0331926631138367,0.020657519829450008,0.0027925628283136123,0.008629633588392277,0.046292762840265705,0.09896672399077688
markov,conservative,45,800,0.026377722212444638,0.016482652589011604,0.002198107013766804,0.006715437405505813,0.03533849684511989,0.07926598740614281
markov,conservative,46,800,0.02106197746882358,0.013176590165615232,0.0016313364205542656,0.0053935653028283695,0.025748461161742325,0.06471178567230584
markov,conservative,47,800,0.01662217151700257,0.010523485226211653,0.001124634043738756,0.0044039876317824725,0.02015465284001474,0.05253838031724932
markov,conservative,48,800,0.013112833490913021,0.008465640602583563,8.785172706134222e-4,0.0035252813721217847,0.016300298652078313,0.04147502097423333
markov,conservative,49,800,0.010393672391138439,0.0061066761688075705,6.906168188657786e-4,0.002735424279375659,0.013012193576902344,0.03421358816509332
markov,conservative,50,800,0.008183389185114185,0.004600868372081682,5.112533562782183e-4,0.0021185533703537733,0.010313301943895231,0.026729991769596517
markov,optimistic,0,800,999.9999999999985,999.9999999999985,999.9999999999985,999.9999999999985,999.9999999999985,999.9999999999985
markov,optimistic,1,800,722.1284706306018,773.704599230913,532.973444402898,532.973444402898,773.704599230913,858.9419412498429
markov,optimistic,2,800,556.7052954286497,611.6720061501184,384.70470795783194,419.94133181765574,667.2412998297092,740.3718825523624
markov,optimistic,3,800,436.9011806887293,476.1991197266284,225.64533468825675,333.3996781665994,530.8060986287744,585.9428747212959
markov,optimistic,4,800,346.1030882835424,347.82127565505806,174.42314301510885,265.22032502186335,432.7473136940276,498.9886039296726
markov,optimistic,5,800,275.55637880563796,260.6342913636854,135.01029371187516,212.2621251416656,351.24790346588026,423.6004912693176
markov,optimistic,6,800,218.72621815560356,203.16787971437458,98.76398904050365,168.3059992803532,286.9998764671231,339.5439882809733
markov,optimistic,7,800,172.96980324907952,161.57342123378822,66.05201206901056,108.63632151948664,232.66185980992077,279.82921430980605
markov,optimistic,8,800,136.7086544252585,128.52162795461692,51.50670166371846,85.17679701363721,188.43153674413722,230.13912277581923
markov,optimistic,9,800,107.81972083802603,102.07025368647945,39.99536969210533,68.10310211305945,151.81131575317326,189.42966600865756
markov,optimistic,10,800,85.24216790524231,82.86411136802157,31.01445997181664,54.38968489387294,119.22474840831427,153.88003652160248
markov,optimistic,11,800,66.88323958934126,65.67998201605472,19.55687574696241,43.215656656526,82.74255980984128,125.07441136534135
markov,optimistic,12,800,52.65647575274036,50.28992837863745,15.02926110025133,34.1112954237444,66.7309596368845,103.46473446894721
markov,optimistic,13,800,41.89996052608625,36.014322314778354,11.877024153431778,26.680389508561905,53.36254718446697,85.17805397639329
markov,optimistic,14,800,33.27400513396923,28.343623499061483,9.377414752273024,17.660919082960692,42.769657162596154,69.40255444269003
markov,optimistic,15,800,26.48610781377827,22.585342622915707,7.163977525908394,14.00756967058236,34.18905079132777,57.1542714573027
markov,optimistic,16,800,21.058862333133025,18.082778119959496,4.6084548415825735,11.059326816329897,28.231087418557937,47.265001288932446
markov,optimistic,17,800,16.776474331614658,14.43871571696953,3.5070585435001647,8.929960327997751,22.906207628067207,38.06740077342558
markov,optimistic,18,800,13.298271390573266,11.525588779272345,2.694913147672878,7.039412089758823,18.522269509417114,31.43626663327343
markov,optimistic,19,800,10.518555624327462,9.31161207829586,2.1027994827594716,5.597353114652473,14.61027670987868,25.949365679602263
markov,optimistic,20,800,8.426475690702357,7.551784077082502,1.5111757682609939,4.387430729480905,11.617003100414117,21.38108176842867
markov,optimistic,21,800,6.71139344467841,5.914094896000087,1.0958639606140537,2.9913309532795154,9.117813715455146,17.460483287738256
