scenario,recruitment_scenario,year,n,mean_population,median_population,q05,q25,q75,q95
none_only,zero,41,800,0.2368806111633728,0.2368806111633728,0.2368806111633728,0.2368806111633728,0.2368806111633728,0.2368806111633728
none_only,zero,42,800,0.19701304520556473,0.19701304520556473,0.19701304520556473,0.19701304520556473,0.19701304520556473,0.19701304520556473
none_only,zero,43,800,0.16386880362471654,0.16386880362471654,0.16386880362471654,0.16386880362471654,0.16386880362471654,0.16386880362471654
none_only,zero,44,800,0.136310485198879,0.136310485198879,0.136310485198879,0.136310485198879,0.136310485198879,0.136310485198879
none_only,zero,45,800,0.11339404648573007,0.11339404648573007,0.11339404648573007,0.11339404648573007,0.11339404648573007,0.11339404648573007
none_only,zero,46,800,0.09433568391237324,0.09433568391237324,0.09433568391237324,0.09433568391237324,0.09433568391237324,0.09433568391237324
none_only,zero,47,800,0.0784844528418528,0.0784844528418528,0.0784844528418528,0.0784844528418528,0.0784844528418528,0.0784844528418528
none_only,zero,48,800,0.0652996130433245,0.0652996130433245,0.0652996130433245,0.0652996130433245,0.0652996130433245,0.0652996130433245
none_only,zero,49,800,0.054331872305961204,0.054331872305961204,0.054331872305961204,0.054331872305961204,0.054331872305961204,0.054331872305961204
none_only,zero,50,800,0.04520784827496237,0.04520784827496237,0.04520784827496237,0.04520784827496237,0.04520784827496237,0.04520784827496237
