title,authors,year,journal,doi,wos_id
"The sea urchin Diadema antillarum facilitates recruitment of the Critically Endangered Caribbean coral species Acropora palmata","Latijnhouwers, KRW; van Aalst, M; Chamberland, VF","2024","MARINE ECOLOGY PROGRESS SERIES","","WOS:001338506600007"
"Heterotrophy, microbiome, and location effects on restoration efficacy of the threatened coral Acropora palmata","Chapron, L; Kuffner, IB; Grottoli, AG","2023","COMMUNICATIONS EARTH & ENVIRONMENT","","WOS:001031307500001"
"Does stocking of grazing crabs (Maguimithrax spinosissimus) facilitate the survival and growth of out-planted corals?","Butler, MJ","2026","RESTORATION ECOLOGY","","WOS:001644471900001"
"Assessing and genotyping threatened staghorn coral Acropora cervicornis nurseries during restoration in southeast Dominican Republic","Calle-Triviño, J; Rivera-Madrid, R; Arias-González, JE","2020","PEERJ","","WOS:000526522100004"
"Facilitation in Caribbean coral reefs: high densities of staghorn coral foster greater coral condition and reef fish composition","Huntington, BE; Miller, MW; Richter, L","2017","OECOLOGIA","","WOS:000400369200020"
"Should Hybrids Be Used in Coral Nurseries? A Case Study Comparing Caribbean Acropora spp. and Their Hybrid in the Bahamas","VanWynen, CM; Hightshoe, M; Gilliam, DS","2021","FRONTIERS IN MARINE SCIENCE","","WOS:000692563700001"
"Demographics and dynamics of two restored populations of the threatened reef-building coral Acropora cervicornis","Mercado-Molina, AE; Ruiz-Diaz, CP; Sabat, AM","2015","JOURNAL FOR NATURE CONSERVATION","","WOS:000353092800003"
"EVALUATING CAUSES OF TRANSPLANT STRESS IN FRAGMENTS OF ACROPORA PALMATA USED FOR CORAL REEF RESTORATION","Forrester, GE; Maynard, A; Taylor, K","2012","BULLETIN OF MARINE SCIENCE","","WOS:000310106200017"
"Effects of herbivory by the urchin Diadema antillarum on early restoration success of the coral Acropora cervicornis in the central Caribbean","Cano, I; Sellares-Blasco, R; Croquer, A","2021","JOURNAL OF EXPERIMENTAL MARINE BIOLOGY AND ECOLOGY","","WOS:000645098600003"
"Post-settlement survivorship in two Caribbean broadcasting corals","Miller, MW","2014","CORAL REEFS","","WOS:000344628500017"
"Age and intraspecific diversity of resilient Acropora communities in Belize","Irwin, A; Greer, L; Baums, IB","2017","CORAL REEFS","","WOS:000415691300009"
"Evaluating Methods for Transplanting Endangered Elkhorn Corals in the Virgin Islands","Forrester, GE; O'Connell-Rodwell, C; Jarecki, L","2011","RESTORATION ECOLOGY","","WOS:000289893200002"
"Larval dispersal patterns and connectivity of Acropora on Florida's Coral Reef and its implications for restoration","King, S; Saint-Amand, A; Figueiredo, J","2023","FRONTIERS IN MARINE SCIENCE","","WOS:000927763600001"
"A REVIEW OF REEF RESTORATION AND CORAL PROPAGATION USING THE THREATENED GENUS ACROPORA IN THE CARIBBEAN AND WESTERN ATLANTIC","Young, CN; Schopmeyer, SA; Lirman, D","2012","BULLETIN OF MARINE SCIENCE","","WOS:000310106200016"
"White-band disease and the changing face of Caribbean coral reefs","Aronson, RB; Precht, WF","2001","HYDROBIOLOGIA","","WOS:000173249100003"
"FIRST RECORDS FOR SPAWNING OF CARIBBEAN ACROPORA SPECIES IN COLOMBIAN MPAs","Hudson, DM; Christie, BL; Zuluaga, C","2020","GULF AND CARIBBEAN RESEARCH","","WOS:000616939200009"
"Long-term survival, growth, and reproduction of Acropora palmata sexual recruits outplanted onto Mexican Caribbean reefs","Quiroz, SM; Beltrán-Torres, AU; Banaszak, AT","2023","PEERJ","","WOS:001177955600001"
"Ecological solutions to reef degradation: optimizing coral reef restoration in the Caribbean and Western Atlantic","Lirman, D; Schopmeyer, S","2016","PEERJ","","WOS:000385821100010"
"Coral Reef Restoration Techniques and Management Strategies in the Caribbean and Western Atlantic: A Quantitative Literature Review","Hodges, L; Hallock, P","2025","DIVERSITY-BASEL","","WOS:001515630500001"
"In Situ Coral Nurseries Serve as Genetic Repositories for Coral Reef Restoration after an Extreme Cold-Water Event","Schopmeyer, SA; Lirman, D; Walter, C","2012","RESTORATION ECOLOGY","","WOS:000310871600006"
"Density Dependence Drives Habitat Production and Survivorship of Acropora cervicornis Used for Restoration on a Caribbean Coral Reef","Ladd, MC; Shantz, AA; Burkepile, DE","2016","FRONTIERS IN MARINE SCIENCE","","WOS:000457358000257"
"Stabilization of Fragments to Enhance Asexual Recruitment in Acropora Palmata, a Threatened Caribbean Coral","Williams, DE; Miller, MW","2010","RESTORATION ECOLOGY","","WOS:000284171800022"
"Differential larval settlement responses of Porites astreoides and Acropora palmata in the presence of the green alga Halimeda opuntia","Olsen, K; Sneed, JM; Paul, VJ","2016","CORAL REEFS","","WOS:000376244600015"
"Extirpation of Acropora cervicornis genotypes from a coral nursery during the 2023 marine heatwave undermines conservation efforts","Le Gall, L; Johnson, JV; Goodbody-Gringley, G","2025","FRONTIERS IN MARINE SCIENCE","","WOS:001574960300001"
"RECOLONIZATION PATTERNS OF ACROPORA-PALMATA IN A MARGINAL ENVIRONMENT","JORDANDAHLGREN, E","1992","BULLETIN OF MARINE SCIENCE","","WOS:A1992JQ54200010"
"The Effects of Depth-Related Environmental Factors on Traits in Acropora cervicornis Raised in Nurseries","Ruiz-Diaz, CP; Toledo-Hernández, C; Betancourt, B","2022","WATER","","WOS:000757656400001"
"Improving growth monitoring of Acropora cervicornis in nurseries and outplants at Tayrona National Natural Park, Colombian Caribbean","Sánchez, MC; Garzón-Machado, M; García-Urueña, R","2026","JOURNAL FOR NATURE CONSERVATION","","WOS:001597860000001"
"Assessing the potential for natural recovery and coral restoration techniques for enhancing coral habitat in Jamaica","Quinn, NJ; Kojis, BL; Bowden-Kerby, WA","2005","","","WOS:000238978702150"
"Outplants of the Threatened Coral Acropora cervicornis Promote Coral Recruitment in a Shallow-Water Coral Reef, Culebra, Puerto Rico","Mercado-Molina, AE; Suleimán-Ramos, SE","2023","SUSTAINABILITY","","WOS:001132015200001"
"Location-Specific Metrics for Rapidly Estimating the Abundance and Condition of the Threatened Coral Acropora cervicornis","Huntington, BE; Miller, MW","2014","RESTORATION ECOLOGY","","WOS:000336842500007"
"Genotype and attachment technique influence the growth and survival of line nursery corals","Goergen, EA; Ostroff, Z; Gilliam, DS","2018","RESTORATION ECOLOGY","","WOS:000438220000005"
"Assisted fertilization of threatened Staghorn Coral to complement the restoration of nurseries in Southeastern Dominican Republic","Calle-Triviño, J; Cortés-Useche, C; Arias-González, JE","2018","REGIONAL STUDIES IN MARINE SCIENCE","","WOS:000427936600014"
"Evaluation of Substrate Properties for Settlement of Caribbean Staghorn Coral Acropora cervicornis Larvae in a Land-Based System","Patterson, JT; Flint, M; Watson, CA","2016","NORTH AMERICAN JOURNAL OF AQUACULTURE","","WOS:000385632600008"
"Embriogenesis, desarrollo larval y sobrevivencia post-asentamiento del coral Orbicella annularis (Scleractinia: Merulinidae)","Alvarado-Chacon, EM; García-Ureña, R; Rincón-Díaz, N","2023","REVISTA DE BIOLOGIA TROPICAL","","WOS:000991842900006"
"Patterns of sexual recruitment of acroporid coral populations on the West Fore Reef at Discovery Bay, Jamaica","Quinn, NJ; Kojis, BL","2005","REVISTA DE BIOLOGIA TROPICAL","","WOS:000230498900011"
"Storm-generated coral fragments - A viable source of transplants for reef rehabilitation","Garrison, V; Ward, G","2008","BIOLOGICAL CONSERVATION","","WOS:000261574900017"
"Current status of Acropora palmata and Acropora cervicornis in the Colombian Caribbean: demography, coral cover and condition assessment","García-Urueña, R; Garzón-Machado, MA","2020","HYDROBIOLOGIA","","WOS:000526238700003"
"Four-year-old Caribbean Acropora colonies reared from field-collected gametes are sexually mature","Chamberland, VF; Petersen, D; Vermeij, MJA","2016","BULLETIN OF MARINE SCIENCE","","WOS:000375356500008"
"Settlement induction of Acropora palmata planulae by a GLW-amide neuropeptide","Erwin, PM; Szmant, AM","2010","CORAL REEFS","","WOS:000283940700014"
"Native Herbivores Improve Sexual Propagation of Threatened Staghorn Coral Acropora cervicornis","Henry, JA; O'Neil, KL; Patterson, JT","2019","FRONTIERS IN MARINE SCIENCE","","WOS:000497727100001"
"The recent collapse of a rapid phase-shift reversal on a Jamaican north coast coral reef after the 2005 bleaching event","Quinn, NJ; Kojis, BL","2008","REVISTA DE BIOLOGIA TROPICAL","","WOS:000266642200011"
"Growth dynamics in Acropora cervicornis and A. prolifera in southwest Puerto Rico","Weil, E; Hammerman, NM; Cruz-Motta, JJ","2020","PEERJ","","WOS:000512761400003"
"Strategies for integrating sexually propagated corals into Caribbean reef restoration: experimental results and considerations","Henry, JA; O'Neil, KL; Patterson, JT","2021","CORAL REEFS","","WOS:000673382600002"
"Survival, growth, and branch production of unattached fragments of the threatened hermatypic coral Acropora cervicornis","Mercado-Molina, AE; Ruiz-Diaz, CP; Sabat, AM","2014","JOURNAL OF EXPERIMENTAL MARINE BIOLOGY AND ECOLOGY","","WOS:000337868700026"
"2023 global heatwave causes mass mortality of a keystone coral on shallow Western Atlantic reefs","Birkart, LV; Alvarez-Filip, L","2025","ISCIENCE","","WOS:001607289300005"
"Environmental predictors for the restoration of a critically endangered coral, Acropora palmata, along the Florida reef tract","Banister, RB; Viehman, TS; van Woesik, R","2024","PLOS ONE","","WOS:001136266700132"
"Spatial distribution of microbial communities among colonies and genotypes in nursery-reared Acropora cervicornis","Miller, N; Maneval, P; Meyer, JL","2020","PEERJ","","WOS:000562625500001"
"Symbiotic immuno-suppression: is disease susceptibility the price of bleaching resistance?","Merselis, DG; Lirman, D; Rodriguez-Lanetty, M","2018","PEERJ","","WOS:000430307400001"
"Transplantation of storm-generated coral fragments to enhance Caribbean coral reefs: A successful method but not a solution","Garrison, VH; Ward, G","2012","REVISTA DE BIOLOGIA TROPICAL","","WOS:000322431600006"
"Bringing Back Reef Fish: Sustainable Impacts of Community-Based Restoration of Elkhorn Coral (Acropora palmata) in Vega Baja, Puerto Rico (2008-2023)","Hernández-Delgado, EA; Laureano, R","2024","SUSTAINABILITY","","WOS:001278491300001"
"Optimizing the productivity of a coral nursery focused on staghorn coral Acropora cervicornis","Lohr, KE; Bejarano, S; Manfrino, C","2015","ENDANGERED SPECIES RESEARCH","","WOS:000353916900005"
"Restoration success limited by poor long-term survival after 9 years of Acropora cervicornis outplanting in the upper Florida Keys, United States","Boisvert, TS; Ruzicka, RR; Stallings, CD","2024","RESTORATION ECOLOGY","","WOS:001188706200001"
"Heat-tolerant algal symbionts may prevent extirpation of the threatened elkhorn coral, Acropora palmata, in Florida during intensifying marine heatwaves","Karp, RF; Lepiz-Conejo, F; Baker, AC","2025","CORAL REEFS","","WOS:001472586900001"
"Acropora cervicornis and Acropora palmata cultured on a low maintenance line nursery design in The Bahamas","Maurer, L; Puishys, L; Stamper, MA","2022","PLOS ONE","","WOS:000794129600004"
"Propagation of the threatened staghorn coral Acropora cervicornis: methods to minimize the impacts of fragment collection and maximize production","Lirman, D; Thyberg, T; Drury, C","2010","CORAL REEFS","","WOS:000280225200023"
"Genetic differences of Acropora palmata populations of the Mexican Atlantic","Domínguez-Maldonado, R; Villegas-Sánchez, CA; Rosado-Nic, OD","2022","LATIN AMERICAN JOURNAL OF AQUATIC RESEARCH","","WOS:000800013400015"
"Widespread loss of Caribbean acroporid corals was underway before coral bleaching and disease outbreaks","Cramer, KL; Jackson, JBC; Pandolfi, JM","2020","SCIENCE ADVANCES","","WOS:000530628100002"
"Evolutionary History Drives Biogeographic Patterns of Coral Reef Resilience","Roff, G","2021","BIOSCIENCE","","WOS:000609888900007"
"Demography of the threatened coral Acropora cervicornis: implications for its management and conservation","Mercado-Molina, AE; Ruiz-Diaz, CP; Sabat, AM","2015","CORAL REEFS","","WOS:000365177300011"
"Regional restoration benchmarks for Acropora cervicornis","Schopmeyer, SA; Lirman, D; Walter, CS","2017","CORAL REEFS","","WOS:000415691300004"
"Eight Years of Monitoring Reveal the Disruption of Reproductive Synchrony in Acropora palmata in Cozumel","Calle-Triviño, J; Méndez, G; Arias-González, JE","2025","DIVERSITY-BASEL","","WOS:001624556400001"
"Coral affected by stony coral tissue loss disease can produce viable offspring","Quiroz, SM; Renteria, RT; Banaszak, AT","2023","PEERJ","","WOS:001034338300003"
"Multi-year evaluation of rearing techniques for three sexually propagated Caribbean corals in a restoration setting","Nixon, EN; Gutting, AN; Lillis, A","2025","RESTORATION ECOLOGY","","WOS:001458067400001"
"EFFECTS OF SEDIMENTATION ON SETTLEMENT OF ACROPORA-MILLEPORA","BABCOCK, R; DAVIES, P","1991","CORAL REEFS","","WOS:A1991EV67500005"
"Synchronous spawning of nursery-raised elkhorn coral (Acropora palmata) outplanted to reefs in the Florida Keys (United States)","Williams, DE; Bright, AJ; Ladd, MC","2023","FRONTIERS IN MARINE SCIENCE","","WOS:001032218700001"
"Patterns of larval settlement preferences and post-settlement survival for seven Caribbean corals","Ritson-Williams, R; Arnold, SN; Paul, VJ","2016","MARINE ECOLOGY PROGRESS SERIES","","WOS:000376375000009"
"Differential survival of nursery-reared Acropora cervicornis outplants along the Florida reef tract","van Woesik, R; Banister, RB; Lirman, D","2021","RESTORATION ECOLOGY","","WOS:000584517900001"
"Restoration of critically endangered elkhorn coral (Acropora palmata) populations using larvae reared from wild-caught gametes","Chamberland, VF; Vermeij, MJA; Petersen, D","2015","GLOBAL ECOLOGY AND CONSERVATION","","WOS:000416220800049"
"The expanding scale of species turnover events on coral reefs in Belize","Aronson, RB; Macintyre, IG; Wapnick, CM","2002","ECOLOGICAL MONOGRAPHS","","WOS:000175147800005"
"Safety in Numbers? Abundance May Not Safeguard Corals from Increasing Carbon Dioxide","Birkeland, C; Miller, MW; Brainard, RE","2013","BIOSCIENCE","","WOS:000328720300011"
"Density-dependent effects on initial growth of a branching coral under restoration","Griffin, JN; Schrack, EC; Silliman, BR","2015","RESTORATION ECOLOGY","","WOS:000358129000001"
"Evidence for adaptive morphological plasticity in the Caribbean coral, Acropora cervicornis","Million, WC; Ruggeri, M; Kenkel, CD","2022","PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA","","WOS:001074870200002"
"Thermal history influences lesion recovery of the threatened Caribbean staghorn coral Acropora cervicornis under heat stress","Kaufman, ML; Watkins, E; Lirman, D","2021","CORAL REEFS","","WOS:000608942000001"
"Exploring the potential of native sea urchins as ex situ coral propagation allies","Dakin, M; Pilnick, AR; Patterson, J","2025","RESTORATION ECOLOGY","","WOS:001354641600001"
"Mixtures of genotypes increase disease resistance in a coral nursery","Brown, AL; Anastasiou, DE; Frazer, TK","2022","SCIENTIFIC REPORTS","","WOS:000882263300038"
"Coral reefs restoration initiatives in Costa Rica: ten years building hope","Alvarado, JJ; Evans, K; Villalobos-Cubero, T","2025","REVISTA DE BIOLOGIA TROPICAL","","WOS:001441028400003"
"Thermal stress reveals a genotype-specific tradeoff between growth and tissue loss in restored Acropora cervicornis","Ladd, MC; Shantz, AA; Burkepile, DE","2017","MARINE ECOLOGY PROGRESS SERIES","","WOS:000403446100009"
"Differential disturbance effects and phenotypic plasticity among outplanted corals at patch and fore reef sites","Lohr, KE; Ripple, K; Patterson, JT","2020","JOURNAL FOR NATURE CONSERVATION","","WOS:000536928400018"
"Prevalence, consequences, and mitigation of fireworm predation on endangered staghorn coral","Miller, MW; Marmet, C; Williams, DE","2014","MARINE ECOLOGY PROGRESS SERIES","","WOS:000346418900015"
"Genotypic variation in disease susceptibility among cultured stocks of elkhorn and staghorn corals","Miller, MW; Colburn, PJ; Peters, EC","2019","PEERJ","","WOS:000463695300007"
"Assessment of wild and restored staghorn coral Acropora cervicornis across three reef zones in the Cayman Islands","Lohr, KE; Mcnab, AAC; Patterson, JT","2017","REGIONAL STUDIES IN MARINE SCIENCE","","WOS:000414772400001"
"Potential spawn induction and suppression agents in Caribbean Acropora cervicornis corals of the Florida Keys","Flint, M; Than, JT","2016","PEERJ","","WOS:000375186000009"
"Early life history of the Caribbean coral Orbicella faveolata (Scleractinia: Merulinidae)","Alvarado-Chacón, EM; Gómez-Lemos, LA; Rojas, JA","2020","REVISTA DE BIOLOGIA TROPICAL","","WOS:000577180700021"
"Developing best practices for the restoration of massive corals and the mitigation of predation impacts: influences of physical protection, colony size, and genotype on outplant mortality","Rivas, N; Hesley, D; Lirman, D","2021","CORAL REEFS","","WOS:000662134600001"
"Coral Reef Diseases in the Atlantic-Caribbean","Weil, E; Rogers, CS","2011","","","WOS:000285982500027"
"Spatial dynamics of benthic competition on coral reefs","Sandin, SA; McNamara, DE","2012","OECOLOGIA","","WOS:000301604200018"
"Genomic insights into natural and restored populations of Acropora palmata: implications for genetic diversity and conservation strategies","Alvarado-Ceron, V; Gomez-Corrales, M; Prada, C","2026","MARINE ENVIRONMENTAL RESEARCH","","WOS:001645255100001"
"Approach to the Functional Importance of Acropora cervicornis in Outplanting Sites in the Dominican Republic","Calle-Triviño, J; Muñiz-Castillo, AI; Arias-González, JE","2021","FRONTIERS IN MARINE SCIENCE","","WOS:000668132400001"
"Assisted sexual reproduction of Acropora cervicornis for active restoration on Florida's Coral Reef","Koch, HR; Matthews, B; Bartels, E","2022","FRONTIERS IN MARINE SCIENCE","","WOS:000901642400001"
"Visual discernment of sexual recruits is not feasible for Acropora palmata","Miller, MW; Baums, IB; Williams, DE","2007","MARINE ECOLOGY PROGRESS SERIES","","WOS:000246486800020"
"Host population genetic structure and zooxanthellae diversity of two reef-building coral species along the Florida Reef Tract and wider Caribbean","Baums, IB; Johnson, ME; Miller, MW","2010","CORAL REEFS","","WOS:000283940700002"
"Cryptobiota associated to dead Acropora palmata (Scleractinia: Acroporidae) coral, Isla Grande, Colombian Caribbean","Moreno-Forero, SK; Navas, GR; Solano, OD","1998","REVISTA DE BIOLOGIA TROPICAL","","WOS:000078824100007"
"Hurricane-Driven Patterns of Clonality in an Ecosystem Engineer: The Caribbean Coral Montastraea annularis","Foster, NL; Baums, IB; Mumby, PJ","2013","PLOS ONE","","WOS:000313429100050"
"Abundance and composition of juvenile scleractinian corals on a fringing reef (Little Reef) off San Andres Island, Colombian Caribbean","Lozano-Cortés, DF; Zapata, FA","2015","MARINE BIOLOGY RESEARCH","","WOS:000346421900007"
"Outplanting technique, host genotype, and site affect the initial success of outplanted Acropora cervicornis","Goergen, EA; Gilliam, DS","2018","PEERJ","","WOS:000426523900006"
"Geographic variation in clonal structure in a reef-building Caribbean coral, Acropora palmata","Baums, IB; Miller, MW; Hellberg, ME","2006","ECOLOGICAL MONOGRAPHS","","WOS:000241989300003"
"Ocean acidification compromises recruitment success of the threatened Caribbean coral Acropora palmata","Albright, R; Mason, B; Langdon, C","2010","PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA","","WOS:000284529000048"
"Ecological and genetic data indicate recovery of the endangered coral Acropora palmata in Los Roques, Southern Caribbean","Zubillaga, AL; Márquez, LM; Bastidas, C","2008","CORAL REEFS","","WOS:000252767200009"
"Fine scale population structure of Acropora palmata and Acropora cervicornis in the Colombian Caribbean","García-Urueña, R; Kitchen, SA; Schizas, NV","2022","PEERJ","","WOS:000861284700009"
"Enhancing survival of ex-situ reared sexual recruits of Acropora palmata for reef rehabilitation","Schutter, M; ter Hofstede, R; Osinga, R","2023","ECOLOGICAL ENGINEERING","","WOS:001044520100001"
"Recruitment of the coral Acropora palmata on substrates of two materials","Cetz-Navarro, NP; Espinoza-Avalos, J; Carpizo-Ituarte, ED","2016","REVISTA DE BIOLOGIA MARINA Y OCEANOGRAFIA","","WOS:000391864900015"
"Heritable variation and lack of tradeoffs suggest adaptive capacity in Acropora cervicornis despite negative synergism under climate change scenarios","Muller, EM; Dungan, AM; Kenkel, CD","2021","PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES","","WOS:000707866700003"
"Recruitment failure in Florida Keys Acropora palmata, a threatened Caribbean coral","Williams, DE; Miller, MW; Kramer, KL","2008","CORAL REEFS","","WOS:000258085900033"
"Influences of genotype, phenotypes, and size characteristics on lesion recovery in Caribbean staghorn coral","Kaufman, ML; D'Alessandro, M; Lirman, D","2021","MARINE ECOLOGY PROGRESS SERIES","","WOS:000728098900015"
"A draft genome assembly of the reef-building coral Acropora hemprichii from the central Red Sea","Fiesinger, A; Buitrago-López, C; Voolstra, CR","2024","SCIENTIFIC DATA","","WOS:001364183100002"
"All-inclusive coral reef restoration: How the tourism sector can boost restoration efforts in the caribbean","Blanco-Pimentel, M; Evensen, NR; Morikawa, MK","2022","FRONTIERS IN MARINE SCIENCE","","WOS:000850731100001"
"Thermal stress response in the Montastraea cavernosa coral-symbiont complex in the Mexican Caribbean, through the expression of the HSP70 gene","Colin-Garcia, NA; Ocaña-Mendoza, C; Campos, JE","2024","BULLETIN OF MARINE SCIENCE","","WOS:001388101700016"
"Relationships between phenotypic plasticity and epigenetic variation in two Caribbean Acropora corals","Hackerott, S; Virdis, F; Eirin-Lopez, JM","2023","MOLECULAR ECOLOGY","","WOS:001030837000001"
"Diseases of scleractinian corals","Bourne, DG; Smith, HA; Page, CA","2022","","","WOS:000841851900005"
"Heat-driven functional extinction of Caribbean Acropora corals from Florida's Coral Reef","Manzello, DP; Cunning, R; Williamson, OM","2025","SCIENCE","","WOS:001602616000019"
"Genotypes of Acropora cervicornis in Florida show resistance to either elevated nutrients or disease, but not both in combination","Palacio-Castro, AM; Kroesche, D; Rosales, SM","2025","PLOS ONE","","WOS:001462590700028"
"Growth Dynamics of the Threatened Caribbean Staghorn Coral Acropora cervicornis: Influence of Host Genotype, Symbiont Identity, Colony Size, and Environmental Setting","Lirman, D; Schopmeyer, S; Baums, IB","2014","PLOS ONE","","WOS:000343671700034"
"Unusual ""Knob-Like Chimney"" Growth Forms on Acropora Species in the Caribbean","Rivera-Sosa, A; Muñiz-Castillo, AI; Arias-González, JE","2018","FRONTIERS IN MARINE SCIENCE","","WOS:000456924800002"
"Climate flickers and range shifts of reef corals","Precht, WF; Aronson, RB","2004","FRONTIERS IN ECOLOGY AND THE ENVIRONMENT","","WOS:000223960900016"
"Anthropogenic mortality on coral reefs in Caribbean Panama predates coral disease and bleaching","Cramer, KL; Jackson, JBC; Guilderson, TP","2012","ECOLOGY LETTERS","","WOS:000303666200007"
"Necrotic patches affect Acropora palmata (Scleractinia: acroporidae) in the Mexican Caribbean","Rodríguez-Martínez, RE; Banaszak, AT; Jordán-Dahlgren, E","2001","DISEASES OF AQUATIC ORGANISMS","","WOS:000174140200009"
"Assisted sexual coral recruits show high thermal tolerance to the 2023 Caribbean mass bleaching event","Miller, MW; Quiroz, SM; Petersen, D","2024","PLOS ONE","","WOS:001321095300029"
"Tracking Acropora fragmentation and population structure through thermal-stress events","Roth, L; Muller, EM; van Woesik, R","2013","ECOLOGICAL MODELLING","","WOS:000322857600021"
"Alternate benthic assemblages on reef restoration structures and cascading effects on coral settlement","Miller, MW; Valdivia, A; Johnston, L","2009","MARINE ECOLOGY PROGRESS SERIES","","WOS:000269405500013"
"Clonal structure and variable fertilization success in Florida Keys broadcast-spawning corals","Miller, MW; Baums, IB; Woodley, CM","2018","CORAL REEFS","","WOS:000423830500023"
"Potential inhibitors to recovery of Acropora palmata populations in St. John, US Virgin Islands","Grober-Dunsmore, R; Bonito, V; Frazer, TK","2006","MARINE ECOLOGY PROGRESS SERIES","","WOS:000241282700011"
"Genetic structure of a remnant Acropora cervicornis population","Canty, SWJ; Fox, G; Preziosi, RF","2021","SCIENTIFIC REPORTS","","WOS:000684770600019"
"Storm-mediated coral colonization by an excavating Caribbean sponge","López-Victoria, M; Zea, S","2004","CLIMATE RESEARCH","","WOS:000223393700007"
"Beyond heat: sediment and wave energy influence bleaching and demography in the coral Acropora cervicornis","Cunio, IT; Mercado-Molina, AE","2026","FRONTIERS IN ECOLOGY AND EVOLUTION","","WOS:001711022600001"
"Structurally complex habitats provided by Acropora palmata influence ecosystem processes on a reef in the Florida Keys National Marine Sanctuary","Lemoine, NP; Valentine, JF","2012","CORAL REEFS","","WOS:000307287400018"
"Twenty years of change in a southeast Florida Acropora cervicornis thicket","Perez, DM; Jones, NP; Gilliam, DS","2025","FRONTIERS IN MARINE SCIENCE","","WOS:001585061800001"
"Discernment of sexual recruits is not critical for assessing population recovery of Acropora palmata","Grober-Dunsmore, R; Bonito, V; Frazer, TK","2007","MARINE ECOLOGY PROGRESS SERIES","","WOS:000246486800021"
"Spatio-temporal coral disease dynamics in the Wakatobi Marine National Park, South-East Sulawesi, Indonesia","Haapkylä, J; Unsworth, RKF; Smith, DJ","2009","DISEASES OF AQUATIC ORGANISMS","","WOS:000272675600011"
"Leachate effects of pelagic Sargassum spp. on larval swimming behavior of the coral Acropora palmata","Antonio-Martínez, F; Henaut, Y; Espinoza-Avalos, J","2020","SCIENTIFIC REPORTS","","WOS:000560289400031"
