"study","region","coral_id","survey_yr","years_since_outplant","years_since_first_obs","is_restoration","derivation_note"
"neely_et_al_2022","Florida Keys","MR1-55",2013,NA,1,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR1-55",2014,NA,2,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR1-56",2012,NA,0,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR1-56",2013,NA,1,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR1-56",2014,NA,2,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR1-57",2012,NA,0,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR1-57",2013,NA,1,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR1-57",2014,NA,2,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR1-58",2012,NA,0,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR1-58",2013,NA,1,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR1-59",2013,NA,0,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR1-59",2014,NA,1,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR1-6",2010,NA,0,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR1-6",2012,NA,2,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR1-6",2012,NA,2,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR1-6",2013,NA,3,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR1-6",2014,NA,4,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR1-60",2013,NA,0,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR1-60",2014,NA,1,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR1-61",2013,NA,0,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR1-62",2013,NA,0,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR1-62",2014,NA,1,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR1-63",2013,NA,0,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR1-63",2014,NA,1,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR1-64",2013,NA,0,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR1-64",2014,NA,1,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR1-65",2013,NA,0,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR1-65",2014,NA,1,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR1-66",2013,NA,0,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR1-66",2014,NA,1,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR1-67",2013,NA,0,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR1-67",2014,NA,1,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR1-68",2013,NA,0,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR1-68",2014,NA,1,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR1-69",2014,NA,0,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR1-7",2010,NA,0,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR1-7",2012,NA,2,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR1-7",2012,NA,2,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR1-7",2013,NA,3,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR1-7",2014,NA,4,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR1-70",2014,NA,0,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR1-71",2014,NA,0,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR1-72",2014,NA,0,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR1-73",2014,NA,0,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR1-74",2014,NA,0,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR1-75",2014,NA,0,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR1-76",2014,NA,0,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR1-77",2014,NA,0,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR1-78",2014,NA,0,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR1-79",2014,NA,0,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR1-8",2010,NA,0,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR1-8",2012,NA,2,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR1-8",2012,NA,2,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR1-8",2013,NA,3,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR1-8",2014,NA,4,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR1-80",2014,NA,0,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR1-9",2010,NA,0,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR1-9",2012,NA,2,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR1-9",2012,NA,2,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR1-9",2013,NA,3,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR1-9",2014,NA,4,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR2-1",2011,NA,0,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR2-1",2012,NA,1,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR2-1",2012,NA,1,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR2-1",2013,NA,2,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR2-10",2011,NA,0,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR2-10",2012,NA,1,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR2-10",2012,NA,1,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR2-10",2013,NA,2,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR2-100",2012,NA,0,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR2-100",2013,NA,1,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR2-101",2012,NA,0,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR2-101",2013,NA,1,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR2-102",2012,NA,0,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR2-102",2013,NA,1,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR2-103",2012,NA,0,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR2-104",2012,NA,0,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR2-104",2013,NA,1,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR2-105",2012,NA,0,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR2-105",2013,NA,1,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR2-106",2012,NA,0,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR2-106",2013,NA,1,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR2-107",2012,NA,0,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR2-107",2013,NA,1,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR2-108",2012,NA,0,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR2-108",2013,NA,1,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR2-109",2012,NA,0,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR2-109",2013,NA,1,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR2-11",2011,NA,0,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR2-11",2012,NA,1,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR2-11",2012,NA,1,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR2-11",2013,NA,2,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR2-110",2012,NA,0,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR2-110",2013,NA,1,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR2-111",2012,NA,0,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR2-112",2012,NA,0,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR2-112",2013,NA,1,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR2-113",2012,NA,0,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR2-113",2013,NA,1,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR2-114",2012,NA,0,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR2-114",2013,NA,1,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR2-115",2012,NA,0,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR2-115",2013,NA,1,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR2-116",2012,NA,0,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR2-116",2013,NA,1,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR2-117",2012,NA,0,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR2-118",2012,NA,0,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR2-118",2013,NA,1,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR2-119",2012,NA,0,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR2-119",2013,NA,1,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR2-12",2011,NA,0,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR2-12",2012,NA,1,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR2-12",2012,NA,1,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR2-12",2013,NA,2,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR2-120",2012,NA,0,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR2-120",2013,NA,1,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR2-121",2012,NA,0,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR2-121",2013,NA,1,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR2-122",2012,NA,0,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR2-122",2013,NA,1,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR2-123",2012,NA,0,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR2-123",2013,NA,1,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR2-124",2012,NA,0,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR2-124",2013,NA,1,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR2-125",2012,NA,0,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR2-125",2013,NA,1,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR2-126",2012,NA,0,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR2-127",2012,NA,0,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR2-127",2013,NA,1,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR2-128",2013,NA,0,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR2-129",2013,NA,0,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR2-13",2011,NA,0,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR2-13",2012,NA,1,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR2-13",2012,NA,1,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR2-13",2013,NA,2,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR2-130",2013,NA,0,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR2-131",2013,NA,0,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR2-132",2013,NA,0,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR2-133",2013,NA,0,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR2-134",2013,NA,0,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR2-135",2013,NA,0,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR2-136",2013,NA,0,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR2-137",2013,NA,0,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR2-138",2013,NA,0,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR2-139",2013,NA,0,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR2-14",2011,NA,0,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR2-14",2012,NA,1,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR2-14",2012,NA,1,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR2-14",2013,NA,2,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR2-140",2013,NA,0,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR2-141",2013,NA,0,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR2-142",2013,NA,0,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR2-143",2013,NA,0,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR2-144",2013,NA,0,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR2-145",2013,NA,0,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR2-146",2013,NA,0,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR2-147",2013,NA,0,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR2-147",2015,NA,2,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR2-148",2013,NA,0,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR2-149",2013,NA,0,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR2-149",2015,NA,2,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR2-15",2011,NA,0,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR2-15",2012,NA,1,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR2-15",2012,NA,1,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR2-15",2013,NA,2,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR2-150",2013,NA,0,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR2-151",2013,NA,0,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR2-152",2013,NA,0,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR2-153",2013,NA,0,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR2-154",2013,NA,0,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR2-155",2013,NA,0,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR2-156",2013,NA,0,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR2-157",2013,NA,0,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR2-158",2013,NA,0,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR2-159",2013,NA,0,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR2-16",2011,NA,0,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR2-16",2012,NA,1,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR2-16",2012,NA,1,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR2-16",2013,NA,2,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR2-160",2013,NA,0,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR2-161",2013,NA,0,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR2-162",2013,NA,0,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR2-163",2013,NA,0,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR2-164",2013,NA,0,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR2-165",2013,NA,0,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR2-166",2013,NA,0,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR2-167",2013,NA,0,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR2-167",2015,NA,2,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR2-168",2013,NA,0,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR2-169",2013,NA,0,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR2-17",2011,NA,0,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR2-17",2012,NA,1,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR2-170",2013,NA,0,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR2-171",2013,NA,0,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR2-172",2013,NA,0,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR2-173",2013,NA,0,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR2-174",2013,NA,0,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR2-175",2013,NA,0,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR2-175",2015,NA,2,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR2-18",2011,NA,0,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR2-18",2012,NA,1,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR2-18",2012,NA,1,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR2-18",2013,NA,2,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR2-19",2011,NA,0,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR2-19",2012,NA,1,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR2-19",2012,NA,1,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR2-19",2013,NA,2,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR2-2",2011,NA,0,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR2-2",2012,NA,1,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR2-2",2012,NA,1,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR2-2",2013,NA,2,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR2-20",2011,NA,0,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR2-20",2012,NA,1,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR2-20",2012,NA,1,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR2-20",2013,NA,2,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR2-21",2011,NA,0,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR2-21",2012,NA,1,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR2-21",2012,NA,1,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR2-21",2013,NA,2,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR2-21",2015,NA,4,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR2-22",2011,NA,0,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR2-22",2012,NA,1,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR2-22",2012,NA,1,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR2-22",2013,NA,2,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR2-23",2011,NA,0,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR2-23",2012,NA,1,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR2-23",2012,NA,1,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR2-23",2013,NA,2,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR2-24",2011,NA,0,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR2-24",2012,NA,1,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR2-24",2012,NA,1,FALSE,"Natural colony, years_since_first_obs tracks observation history"
"neely_et_al_2022","Florida Keys","MR2-24",2013,NA,2,FALSE,"Natural colony, years_since_first_obs tracks observation history"
