storm_sid,storm_name,year,region,lat_site,lon_site,closest_distance_km,closest_date,category_at_closest,usa_sshs_numeric,max_wind_kt,direct_hit_50km
1984348N35300,LILI,1984,Dominican Republic,18.4,-68.8,109.09603742882456,1984-12-24T12:00:00Z,Tropical Depression,-1,25,FALSE
1985202N26275,BOB,1985,Dry Tortugas,24.6,-82.9,186.59211354299543,1985-07-22T03:00:00Z,Tropical Depression,-1,28,FALSE
1985202N26275,BOB,1985,Florida Keys Upper,25.1,-80.3,165.27192145713698,1985-07-23T18:00:00Z,Tropical Storm,0,40,FALSE
1985240N20286,ELENA,1985,Cuba,23,-82,30.21614567603976,1985-08-29T00:00:00Z,Tropical Storm,0,50,TRUE
1985240N20286,ELENA,1985,Dry Tortugas,24.6,-82.9,90.26886526138907,1985-08-29T06:00:00Z,Tropical Storm,0,55,FALSE
1985240N20286,ELENA,1985,Florida Keys Lower,24.5,-81.4,150.16798902490407,1985-08-29T00:00:00Z,Tropical Storm,0,50,FALSE
1985240N20286,ELENA,1985,Navassa,18.4,-75,187.81299119989166,1985-08-28T00:00:00Z,Tropical Depression,-1,30,FALSE
1985255N12300,UNNAMED,1985,Curacao,12.1,-69,196.64295288993185,1985-09-13T06:00:00Z,Tropical Depression,-1,30,FALSE
1985280N18291,ISABEL,1985,Dominican Republic,18.4,-68.8,78.98402111048836,1985-10-07T00:00:00Z,Tropical Depression,-1,30,FALSE
1985320N21296,KATE,1985,Cuba,23,-82,24.478219471327243,1985-11-19T18:00:00Z,Category 1,1,80,TRUE
1985320N21296,KATE,1985,Dry Tortugas,24.6,-82.9,98.78623610903189,1985-11-20T00:00:00Z,Category 2,2,85,FALSE
1985320N21296,KATE,1985,Florida Keys Lower,24.5,-81.4,153.23581227310217,1985-11-19T18:00:00Z,Category 1,1,80,FALSE
1986156N26284,ANDREW,1986,Bahamas,25,-77,179.67787421660697,1986-06-05T00:00:00Z,Subtropical,-2,30,FALSE
1987145N21292,UNNAMED,1987,Bahamas,25,-77,100.57783016258469,1987-05-30T09:00:00Z,Tropical Depression,-1,30,FALSE
1987145N21292,UNNAMED,1987,Cuba,23,-82,158.64104489690894,1987-06-01T00:00:00Z,Tropical Depression,-1,15,FALSE
1987145N21292,UNNAMED,1987,Dry Tortugas,24.6,-82.9,123.43904214696302,1987-06-01T00:00:00Z,Tropical Depression,-1,15,FALSE
1987145N21292,UNNAMED,1987,Florida Keys Lower,24.5,-81.4,10.118307455598547,1987-05-31T21:00:00Z,Tropical Depression,-1,18,TRUE
1987145N21292,UNNAMED,1987,Florida Keys Upper,25.1,-80.3,45.607169916847774,1987-05-31T06:00:00Z,Tropical Depression,-1,30,TRUE
1987220N34283,ARLENE,1987,Bahamas,25,-77,51.5806507105325,1987-08-10T15:00:00Z,Miscellaneous,-3,23,FALSE
1987225N13313,UNNAMED,1987,British Virgin Islands,18.5,-64.6,84.1563094562966,1987-08-15T12:00:00Z,Tropical Depression,-1,15,FALSE
1987225N13313,UNNAMED,1987,St. Croix,17.7,-64.8,167.40411452266056,1987-08-15T12:00:00Z,Tropical Depression,-1,15,FALSE
1987225N13313,UNNAMED,1987,US Virgin Islands,17.8,-64.7,152.50971601899792,1987-08-15T12:00:00Z,Tropical Depression,-1,15,FALSE
1987225N13313,UNNAMED,1987,Virgin Gorda,18.5,-64.4,69.74918215338107,1987-08-15T12:00:00Z,Tropical Depression,-1,15,FALSE
1987249N13297,UNNAMED,1987,Curacao,12.1,-69,111.19492664455854,1987-09-06T18:00:00Z,Tropical Depression,-1,30,FALSE
1987257N14306,UNNAMED,1987,Virgin Gorda,18.5,-64.4,191.69109991478322,1987-09-16T12:00:00Z,Tropical Depression,-1,25,FALSE
1987263N10309,EMILY,1987,Dominican Republic,18.4,-68.8,170.3317859698276,1987-09-22T21:00:00Z,Category 3,3,108,FALSE
1987282N15277,FLOYD,1987,Bahamas,25,-77,171.4244252513013,1987-10-13T06:00:00Z,Tropical Storm,0,50,FALSE
1987282N15277,FLOYD,1987,Cuba,23,-82,144.17570412748358,1987-10-12T12:00:00Z,Category 1,1,65,FALSE
1987282N15277,FLOYD,1987,Dry Tortugas,24.6,-82.9,64.65482202005747,1987-10-12T15:00:00Z,Category 1,1,65,FALSE
1987282N15277,FLOYD,1987,Florida Keys Lower,24.5,-81.4,24.429272064364863,1987-10-12T18:00:00Z,Category 1,1,65,TRUE
1987282N15277,FLOYD,1987,Florida Keys Upper,25.1,-80.3,20.13892939568723,1987-10-12T21:00:00Z,Category 1,1,65,TRUE
1987305N17283,UNNAMED,1987,Cuba,23,-82,22.23898532891107,1987-11-03T03:00:00Z,Tropical Depression,-1,25,TRUE
1987305N17283,UNNAMED,1987,Dry Tortugas,24.6,-82.9,41.95735682477821,1987-11-03T15:00:00Z,Tropical Depression,-1,25,TRUE
1987305N17283,UNNAMED,1987,Florida Keys Lower,24.5,-81.4,149.96895678307186,1987-11-03T09:00:00Z,Tropical Depression,-1,25,FALSE
1987305N17283,UNNAMED,1987,Jamaica,18.5,-77,193.71755117460086,1987-11-01T00:00:00Z,Tropical Depression,-1,30,FALSE
1988153N20275,UNNAMED,1988,Cuba,23,-82,0,1988-06-02T00:00:00Z,Tropical Depression,-1,25,TRUE
1988153N20275,UNNAMED,1988,Dry Tortugas,24.6,-82.9,187.53353857383996,1988-06-02T03:00:00Z,Tropical Depression,-1,23,FALSE
1988153N20275,UNNAMED,1988,Florida Keys Lower,24.5,-81.4,68.81592993956976,1988-06-02T06:00:00Z,Tropical Depression,-1,20,FALSE
1988153N20275,UNNAMED,1988,Florida Keys Upper,25.1,-80.3,32.20147713913353,1988-06-02T12:00:00Z,Tropical Depression,-1,20,TRUE
1988226N25286,UNNAMED,1988,Bahamas,25,-77,115.19903099404495,1988-08-13T09:00:00Z,Tropical Depression,-1,30,FALSE
1988235N15317,CHRIS,1988,Bahamas,25,-77,89.93117431395302,1988-08-27T09:00:00Z,Tropical Depression,-1,30,FALSE
1988235N15317,CHRIS,1988,British Virgin Islands,18.5,-64.6,157.88725815931,1988-08-24T12:00:00Z,Tropical Depression,-1,30,FALSE
1988235N15317,CHRIS,1988,Dominican Republic,18.4,-68.8,22.238985328911426,1988-08-25T06:00:00Z,Tropical Depression,-1,30,TRUE
1988235N15317,CHRIS,1988,Florida Keys Upper,25.1,-80.3,151.9706133476491,1988-08-27T18:00:00Z,Tropical Depression,-1,30,FALSE
1988235N15317,CHRIS,1988,Puerto Rico,18,-67,54.654210523008004,1988-08-24T21:00:00Z,Tropical Depression,-1,30,FALSE
1988235N15317,CHRIS,1988,St. Croix,17.7,-64.8,69.9389481630949,1988-08-24T12:00:00Z,Tropical Depression,-1,30,FALSE
1988235N15317,CHRIS,1988,US Virgin Islands,17.8,-64.7,85.22140348441484,1988-08-24T12:00:00Z,Tropical Depression,-1,30,FALSE
1988235N15317,CHRIS,1988,Virgin Gorda,18.5,-64.4,167.1282274844178,1988-08-24T09:00:00Z,Tropical Depression,-1,30,FALSE
1988253N12306,GILBERT,1988,Jamaica,18.5,-77,67.54799930850756,1988-09-12T18:00:00Z,Category 3,3,110,FALSE
1988253N12306,GILBERT,1988,Mexican Caribbean,20.5,-87.3,38.335414060602965,1988-09-14T15:00:00Z,Category 5,5,140,TRUE
1988253N12306,GILBERT,1988,Navassa,18.4,-75,94.44397278120499,1988-09-12T12:00:00Z,Category 3,3,110,FALSE
1988285N09318,JOAN:MIRIAM,1988,Curacao,12.1,-69,24.426635463905413,1988-10-16T18:00:00Z,Tropical Storm,0,50,TRUE
1988323N15286,KEITH,1988,Mexican Caribbean,20.5,-87.3,76.17788815589941,1988-11-21T06:00:00Z,Tropical Storm,0,60,FALSE
1989212N15318,DEAN,1989,British Virgin Islands,18.5,-64.6,183.58103973943733,1989-08-03T18:00:00Z,Category 1,1,75,FALSE
1989212N15318,DEAN,1989,Virgin Gorda,18.5,-64.4,169.83661484535625,1989-08-03T18:00:00Z,Category 1,1,75,FALSE
1989254N13340,HUGO,1989,British Virgin Islands,18.5,-64.6,91.43296055837897,1989-09-18T06:00:00Z,Category 4,4,120,FALSE
1989254N13340,HUGO,1989,Puerto Rico,18,-67,133.92818603603095,1989-09-18T15:00:00Z,Category 3,3,108,FALSE
1989254N13340,HUGO,1989,St. Croix,17.7,-64.8,0,1989-09-18T06:00:00Z,Category 4,4,120,TRUE
1989254N13340,HUGO,1989,US Virgin Islands,17.8,-64.7,15.35560243025588,1989-09-18T06:00:00Z,Category 4,4,120,TRUE
1989254N13340,HUGO,1989,Virgin Gorda,18.5,-64.4,98.49094422473505,1989-09-18T06:00:00Z,Category 4,4,120,FALSE
1990145N19276,UNNAMED,1990,Cuba,23,-82,81.88427417270361,1990-05-25T18:00:00Z,Tropical Depression,-1,25,FALSE
1990145N19276,UNNAMED,1990,Dry Tortugas,24.6,-82.9,97.38381306340982,1990-05-26T00:00:00Z,Tropical Depression,-1,25,FALSE
1990145N19276,UNNAMED,1990,Florida Keys Lower,24.5,-81.4,83.7304358123399,1990-05-26T03:00:00Z,Tropical Depression,-1,25,FALSE
1990216N13281,DIANA,1990,Mexican Caribbean,20.5,-87.3,158.80518132683304,1990-08-05T18:00:00Z,Tropical Storm,0,55,FALSE
1990277N16301,KLAUS,1990,British Virgin Islands,18.5,-64.6,63.94435282236025,1990-10-07T15:00:00Z,Tropical Storm,0,45,FALSE
1990277N16301,KLAUS,1990,St. Croix,17.7,-64.8,153.8838542734126,1990-10-07T15:00:00Z,Tropical Storm,0,45,FALSE
1990277N16301,KLAUS,1990,US Virgin Islands,17.8,-64.7,139.94893974624742,1990-10-07T15:00:00Z,Tropical Storm,0,45,FALSE
1990277N16301,KLAUS,1990,Virgin Gorda,18.5,-64.4,56.58573032745291,1990-10-07T15:00:00Z,Tropical Storm,0,45,FALSE
1990283N23281,MARCO,1990,Cuba,23,-82,82.7562513125094,1990-10-10T00:00:00Z,Tropical Depression,-1,30,FALSE
1990283N23281,MARCO,1990,Dry Tortugas,24.6,-82.9,50.55119342750727,1990-10-10T12:00:00Z,Tropical Storm,0,40,FALSE
1990283N23281,MARCO,1990,Florida Keys Lower,24.5,-81.4,75.33681666780141,1990-10-10T06:00:00Z,Tropical Storm,0,35,FALSE
1991181N26282,ANA,1991,Bahamas,25,-77,141.75961727601666,1991-06-29T12:00:00Z,Miscellaneous,-3,20,FALSE
1991181N26282,ANA,1991,Florida Keys Lower,24.5,-81.4,174.20700405387734,1991-06-30T06:00:00Z,Miscellaneous,-3,20,FALSE
1991181N26282,ANA,1991,Florida Keys Upper,25.1,-80.3,91.19241695415576,1991-06-30T03:00:00Z,Miscellaneous,-3,20,FALSE
1991228N26286,BOB,1991,Bahamas,25,-77,186.24092761019176,1991-08-16T15:00:00Z,Tropical Depression,-1,33,FALSE
1991288N19274,FABIAN,1991,Cuba,23,-82,69.8001812690201,1991-10-16T00:00:00Z,Tropical Storm,0,40,FALSE
1991288N19274,FABIAN,1991,Florida Keys Lower,24.5,-81.4,90.30108862084406,1991-10-16T06:00:00Z,Tropical Storm,0,40,FALSE
1991288N19274,FABIAN,1991,Florida Keys Upper,25.1,-80.3,51.540456543052954,1991-10-16T12:00:00Z,Tropical Storm,0,40,FALSE
1992230N11325,ANDREW,1992,Bahamas,25,-77,59.982725697026765,1992-08-23T21:00:00Z,Category 5,5,140,FALSE
1992230N11325,ANDREW,1992,Dry Tortugas,24.6,-82.9,134.94256766590178,1992-08-24T18:00:00Z,Category 4,4,115,FALSE
1992230N11325,ANDREW,1992,Florida Keys Lower,24.5,-81.4,123.96251190135612,1992-08-24T12:00:00Z,Category 4,4,115,FALSE
1992230N11325,ANDREW,1992,Florida Keys Upper,25.1,-80.3,44.4779706578232,1992-08-24T09:00:00Z,Category 5,5,145,TRUE
1993152N22276,UNNAMED,1993,Bahamas,25,-77,67.14888258366376,1993-06-01T12:00:00Z,Tropical Depression,-1,30,FALSE
1993152N22276,UNNAMED,1993,Cuba,23,-82,77.83644865119086,1993-05-31T18:00:00Z,Tropical Depression,-1,25,FALSE
1993152N22276,UNNAMED,1993,Florida Keys Lower,24.5,-81.4,182.78290236509244,1993-06-01T00:00:00Z,Tropical Depression,-1,25,FALSE
1993152N22276,UNNAMED,1993,Florida Keys Upper,25.1,-80.3,147.20754978317726,1993-06-01T06:00:00Z,Tropical Depression,-1,25,FALSE
1993217N10320,BRET,1993,Curacao,12.1,-69,126.60551870408571,1993-08-08T09:00:00Z,Tropical Storm,0,40,FALSE
1993227N14301,CINDY,1993,Dominican Republic,18.4,-68.8,133.27170896418428,1993-08-16T12:00:00Z,Tropical Storm,0,40,FALSE
1993227N14301,CINDY,1993,Puerto Rico,18,-67,150.65839083340248,1993-08-16T03:00:00Z,Tropical Storm,0,35,FALSE
1994181N22276,ALBERTO,1994,Mexican Caribbean,20.5,-87.3,197.2225418044146,1994-07-01T03:00:00Z,Tropical Depression,-1,30,FALSE
1994272N20274,UNNAMED,1994,Mexican Caribbean,20.5,-87.3,135.3987977673922,1994-09-29T06:00:00Z,Tropical Depression,-1,25,FALSE
1994313N12278,GORDON,1994,Cuba,23,-82,156.36192958103078,1994-11-15T09:00:00Z,Tropical Storm,0,45,FALSE
1994313N12278,GORDON,1994,Dry Tortugas,24.6,-82.9,87.40090272159982,1994-11-15T18:00:00Z,Tropical Storm,0,45,FALSE
1994313N12278,GORDON,1994,Florida Keys Lower,24.5,-81.4,20.23661358606496,1994-11-15T12:00:00Z,Tropical Storm,0,45,TRUE
1994313N12278,GORDON,1994,Florida Keys Upper,25.1,-80.3,135.23218728298832,1994-11-15T09:00:00Z,Tropical Storm,0,45,FALSE
1994313N12278,GORDON,1994,Jamaica,18.5,-77,69.98194167613222,1994-11-13T03:00:00Z,Tropical Storm,0,35,FALSE
1994313N12278,GORDON,1994,Navassa,18.4,-75,98.41724522599304,1994-11-13T09:00:00Z,Tropical Storm,0,40,FALSE
1995154N17276,ALLISON,1995,Mexican Caribbean,20.5,-87.3,156.57352132228755,1995-06-03T18:00:00Z,Tropical Storm,0,40,FALSE
1995212N22287,ERIN,1995,Bahamas,25,-77,89.70571129444308,1995-08-01T12:00:00Z,Category 1,1,75,FALSE
1995235N24281,JERRY,1995,Florida Keys Upper,25.1,-80.3,111.27543659556717,1995-08-23T06:00:00Z,Tropical Depression,-1,30,FALSE
1995241N11333,LUIS,1995,British Virgin Islands,18.5,-64.6,99.40011646793405,1995-09-06T09:00:00Z,Category 4,4,120,FALSE
1995241N11333,LUIS,1995,St. Croix,17.7,-64.8,182.3476912127093,1995-09-06T09:00:00Z,Category 4,4,120,FALSE
1995241N11333,LUIS,1995,US Virgin Islands,17.8,-64.7,167.3794001354572,1995-09-06T09:00:00Z,Category 4,4,120,FALSE
1995241N11333,LUIS,1995,Virgin Gorda,18.5,-64.4,84.97746615097505,1995-09-06T09:00:00Z,Category 4,4,120,FALSE
1995256N12309,MARILYN,1995,British Virgin Islands,18.5,-64.6,45.992194851445824,1995-09-16T03:00:00Z,Category 2,2,93,TRUE
1995256N12309,MARILYN,1995,Puerto Rico,18,-67,168.4509147076891,1995-09-16T12:00:00Z,Category 2,2,95,FALSE
1995256N12309,MARILYN,1995,St. Croix,17.7,-64.8,24.630489878593142,1995-09-16T00:00:00Z,Category 2,2,90,TRUE
1995256N12309,MARILYN,1995,US Virgin Islands,17.8,-64.7,11.119492664455889,1995-09-16T00:00:00Z,Category 2,2,90,TRUE
1995256N12309,MARILYN,1995,Virgin Gorda,18.5,-64.4,62.42989911156339,1995-09-16T03:00:00Z,Category 2,2,93,FALSE
1995271N19273,OPAL,1995,Mexican Caribbean,20.5,-87.3,96.3990240464383,1995-09-30T03:00:00Z,Tropical Depression,-1,30,FALSE
1995281N14278,ROXANNE,1995,Mexican Caribbean,20.5,-87.3,63.80084850669296,1995-10-11T02:00:00Z,Category 3,3,100,FALSE
1995294N14306,SEBASTIEN,1995,British Virgin Islands,18.5,-64.6,94.43791415365415,1995-10-24T18:00:00Z,Tropical Depression,-1,25,FALSE
1995294N14306,SEBASTIEN,1995,St. Croix,17.7,-64.8,38.8023129259527,1995-10-25T00:00:00Z,Tropical Depression,-1,20,TRUE
